Option ID,Zone Group,Zone,Reason Code,Effective Date,Change Type,Change Amount,Change Percent,Price Guide,Auto-Approve
100007609,2,99,12,25/10/2022,2,54,,N,N
100007609,2,100,12,25/10/2022,2,54,,N,N
100007609,2,101,12,25/10/2022,2,91,,N,N
100007609,2,102,12,25/10/2022,2,139.99,,N,N
100007609,2,103,12,25/10/2022,2,59.99,,N,N
100007609,2,104,12,25/10/2022,2,139.99,,N,N
100007609,2,105,12,25/10/2022,2,139.99,,N,N
100007609,2,106,12,25/10/2022,2,10165,,N,N
100007609,2,107,12,25/10/2022,2,106,,N,N
100007609,2,108,12,25/10/2022,2,87,,N,N
107918886,2,109,12,25/10/2022,2,87,,N,N
107918886,2,110,12,25/10/2022,2,136,,N,N
107918886,2,111,12,25/10/2022,2,171.99,,N,N
107918886,2,112,12,25/10/2022,2,91.99,,N,N
107918886,2,113,12,25/10/2022,2,91.99,,N,N
107918886,2,99,12,25/10/2022,2,91.99,,N,N
107918886,2,100,12,25/10/2022,2,13824,,N,N
107918886,2,101,12,25/10/2022,2,182,,N,N
107918886,2,102,12,25/10/2022,2,27,,N,N
107918886,2,103,12,25/10/2022,2,27,,N,N
100823601,2,104,12,25/10/2022,2,32,,N,N
100823601,2,105,12,25/10/2022,2,24.99,,N,N
100823601,2,106,12,25/10/2022,2,24.99,,N,N
100823601,2,107,12,25/10/2022,2,24.99,,N,N
100823601,2,108,12,25/10/2022,2,20.99,,N,N
100823601,2,109,12,25/10/2022,2,1303,,N,N
100823601,2,110,12,25/10/2022,2,33,,N,N
100823601,2,111,12,25/10/2022,2,54,,N,N
100823601,2,112,12,25/10/2022,2,54,,N,N
100823601,2,113,12,25/10/2022,2,54,,N,N
100082136,2,99,12,25/10/2022,2,54,,N,N
100082136,2,100,12,25/10/2022,2,54,,N,N
100082136,2,101,12,25/10/2022,2,54,,N,N
100082136,2,102,12,25/10/2022,2,54,,N,N
100082136,2,103,12,25/10/2022,2,54,,N,N
100082136,2,104,12,25/10/2022,2,54,,N,N
100082136,2,105,12,25/10/2022,2,54,,N,N
100082136,2,106,12,25/10/2022,2,54,,N,N
100082136,2,107,12,25/10/2022,2,54,,N,N
100082136,2,108,12,25/10/2022,2,54,,N,N
100110176,2,109,12,25/10/2022,2,54,,N,N
100110176,2,110,12,25/10/2022,2,54,,N,N
100110176,2,111,12,25/10/2022,2,54,,N,N
100110176,2,112,12,25/10/2022,2,54,,N,N
100110176,2,113,12,25/10/2022,2,54,,N,N
100110176,2,99,12,25/10/2022,2,54,,N,N
100110176,2,100,12,25/10/2022,2,54,,N,N
100110176,2,101,12,25/10/2022,2,54,,N,N
100110176,2,102,12,25/10/2022,2,54,,N,N
100110176,2,103,12,25/10/2022,2,54,,N,N
