Option ID,Zone Group,Zone,Reason Code,Effective Date,Change Type,Change Amount,Change Percent,Price Guide,Auto-Approve
100242542,2,100,20,24/12/2025,0,,-25,Y,Y
100242557,2,100,20,24/12/2025,0,,-25,Y,Y
100242577,2,100,20,24/12/2025,0,,-25,Y,Y
100242615,2,100,20,24/12/2025,0,,-25,Y,Y
100242634,2,100,20,24/12/2025,0,,-25,Y,Y
100242687,2,100,20,24/12/2025,0,,-25,Y,Y
100242690,2,100,20,24/12/2025,0,,-25,Y,Y
100242697,2,100,20,24/12/2025,0,,-25,Y,Y
100242715,2,100,20,24/12/2025,0,,-25,Y,Y
100242841,2,100,20,24/12/2025,0,,-25,Y,Y
100242872,2,100,20,24/12/2025,0,,-25,Y,Y
100242877,2,100,20,24/12/2025,0,,-25,Y,Y
100242928,2,100,20,24/12/2025,0,,-25,Y,Y
100242966,2,100,20,24/12/2025,0,,-25,Y,Y
100243004,2,100,20,24/12/2025,0,,-25,Y,Y
100243054,2,100,20,24/12/2025,0,,-25,Y,Y
100243244,2,100,20,24/12/2025,0,,-25,Y,Y
100243315,2,100,20,24/12/2025,0,,-25,Y,Y
100243620,2,100,20,24/12/2025,0,,-25,Y,Y
100243683,2,100,20,24/12/2025,0,,-25,Y,Y
100243839,2,100,20,24/12/2025,0,,-25,Y,Y
100244131,2,100,20,24/12/2025,0,,-25,Y,Y
100244204,2,100,20,24/12/2025,0,,-25,Y,Y
100244207,2,100,20,24/12/2025,0,,-25,Y,Y
100244413,2,100,20,24/12/2025,0,,-25,Y,Y
100244528,2,100,20,24/12/2025,0,,-25,Y,Y
100244686,2,100,20,24/12/2025,0,,-25,Y,Y
100244770,2,100,20,24/12/2025,0,,-25,Y,Y
100244772,2,100,20,24/12/2025,0,,-25,Y,Y
100244947,2,100,20,24/12/2025,0,,-25,Y,Y
100245014,2,100,20,24/12/2025,0,,-25,Y,Y
100245185,2,100,20,24/12/2025,0,,-25,Y,Y
100245221,2,100,20,24/12/2025,0,,-25,Y,Y
100245224,2,100,20,24/12/2025,0,,-25,Y,Y
100245226,2,100,20,24/12/2025,0,,-25,Y,Y
100245245,2,100,20,24/12/2025,0,,-25,Y,Y
100245250,2,100,20,24/12/2025,0,,-25,Y,Y
100245501,2,100,20,24/12/2025,0,,-25,Y,Y
100245543,2,100,20,24/12/2025,0,,-25,Y,Y
100245744,2,100,20,24/12/2025,0,,-25,Y,Y
100245745,2,100,20,24/12/2025,0,,-25,Y,Y
100245753,2,100,20,24/12/2025,0,,-25,Y,Y
100246114,2,100,20,24/12/2025,0,,-25,Y,Y
100246478,2,100,20,24/12/2025,0,,-25,Y,Y
100249527,2,100,20,24/12/2025,0,,-25,Y,Y
100250367,2,100,20,24/12/2025,0,,-25,Y,Y
100250368,2,100,20,24/12/2025,0,,-25,Y,Y
100250371,2,100,20,24/12/2025,0,,-25,Y,Y
100250419,2,100,20,24/12/2025,0,,-25,Y,Y
100250421,2,100,20,24/12/2025,0,,-25,Y,Y
100250445,2,100,20,24/12/2025,0,,-25,Y,Y
100250451,2,100,20,24/12/2025,0,,-25,Y,Y
100251122,2,100,20,24/12/2025,0,,-25,Y,Y
100251306,2,100,20,24/12/2025,0,,-25,Y,Y
100251484,2,100,20,24/12/2025,0,,-25,Y,Y
100251544,2,100,20,24/12/2025,0,,-25,Y,Y
100251601,2,100,20,24/12/2025,0,,-25,Y,Y
100251637,2,100,20,24/12/2025,0,,-25,Y,Y
