890001,"2025-10-07 08:39:53.45","#EM0001",50.00,68.00,93.00,120.90,"2025-10-07","149099806","MCO",4,,,,"","ALMA","EM0001A1",30083,1001,"2025-10-07","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
890002,"2025-10-07 08:39:53.45","#EM0002",50.00,68.00,93.00,120.90,"2025-10-07","149099817","MCO",4,,,,"","ALMA","EM0002A1",30083,1001,"2025-10-07","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
890003,"2025-10-07 08:39:53.45","#EM0003",50.00,68.00,93.00,120.90,"2025-10-07","149099818","MCO",4,,,,"","ALMA","EM0003A1",30083,1001,"2025-10-07","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
890004,"2025-10-07 08:39:53.45","#EM0004",50.00,68.00,93.00,120.90,"2025-10-07","149099821","MCO",4,,,,"","ALMA","EM0004A1",30083,1001,"2025-10-07","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
890005,"2025-10-07 08:39:53.45","#EM0005",50.00,68.00,93.00,120.90,"2025-10-07","149099828","MCO",4,,,,"","ALMA","EM0005A1",30083,1001,"2025-10-07","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
890006,"2025-10-07 08:39:53.45","#EM0006",50.00,68.00,93.00,120.90,"2025-10-07","149099833","MCO",4,,,,"","ALMA","EM0006A1",30083,1001,"2025-10-07","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
890007,"2025-10-07 08:39:53.45","#EM0007",50.00,68.00,93.00,120.90,"2025-10-07","149099835","MCO",4,,,,"","ALMA","EM0007A1",30083,1001,"2025-10-07","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
890008,"2025-10-07 08:39:53.45","#EM0008",50.00,68.00,93.00,120.90,"2025-10-07","149099842","MCO",4,,,,"","ALMA","EM0008A1",30083,1001,"2025-10-07","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
890009,"2025-10-07 08:39:53.45","#EM0009",50.00,68.00,93.00,120.90,"2025-10-07","149099847","MCO",4,,,,"","ALMA","EM0009A1",30083,1001,"2025-10-07","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
890010,"2025-10-07 08:39:53.45","#EM0010",50.00,68.00,93.00,120.90,"2025-10-07","149099851","MCO",4,,,,"","ALMA","EM0010A1",30083,1001,"2025-10-07","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
890011,"2025-10-07 08:39:53.45","#EM0011",50.00,68.00,93.00,120.90,"2025-10-07","149099859","MCO",4,,,,"","ALMA","EM0011A1",30083,1001,"2025-10-07","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
890012,"2025-10-07 08:39:53.45","#EM0012",50.00,68.00,93.00,120.90,"2025-10-07","149099868","MCO",4,,,,"","ALMA","EM0012A1",30083,1001,"2025-10-07","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
890013,"2025-10-07 08:39:53.45","#EM0013",50.00,68.00,93.00,120.90,"2025-10-07","149099869","MCO",4,,,,"","ALMA","EM0013A1",30083,1001,"2025-10-07","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
890014,"2025-10-07 08:39:53.45","#EM0014",50.00,68.00,93.00,120.90,"2025-10-07","149099879","MCO",4,,,,"","ALMA","EM0014A1",30083,1001,"2025-10-07","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
890015,"2025-10-07 08:39:53.45","#EM0015",50.00,68.00,93.00,120.90,"2025-10-07","149099883","MCO",4,,,,"","ALMA","EM0015A1",30083,1001,"2025-10-07","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
890016,"2025-10-07 08:39:53.45","#EM0016",50.00,68.00,93.00,120.90,"2025-10-07","149099886","MCO",4,,,,"","ALMA","EM0016A1",30083,1001,"2025-10-07","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
890017,"2025-10-07 08:39:53.45","#EM0017",50.00,68.00,93.00,120.90,"2025-10-07","149099901","MCO",4,,,,"","ALMA","EM0017A1",30083,1001,"2025-10-07","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
890018,"2025-10-07 08:39:53.45","#EM0018",50.00,68.00,93.00,120.90,"2025-10-07","149099916","MCO",4,,,,"","ALMA","EM0018A1",30083,1001,"2025-10-07","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
890019,"2025-10-07 08:39:53.45","#EM0019",50.00,68.00,93.00,120.90,"2025-10-07","149099935","MCO",4,,,,"","ALMA","EM0019A1",30083,1001,"2025-10-07","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
