790001,"2025-10-03 08:39:53.45","#EX0001",50.00,68.00,93.00,120.90,"2025-10-03","149099806","MCO",4,,,,"","ALMA1234","EX0001A1",30083,1001,"2025-10-03","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
790002,"2025-10-03 08:39:53.45","#EX0002",50.00,68.00,93.00,120.90,"2025-10-03","149099817","MCO",4,,,,"","ALMA1234","EX0002A1",30084,1001,"2025-10-03","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
790003,"2025-10-03 08:39:53.45","#EX0003",50.00,68.00,93.00,120.90,"2025-10-03","149099818","MCO",4,,,,"","ALMA1234","EX0003A1",30083,1001,"2025-10-03","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
790004,"2025-10-03 08:39:53.45","#EX0004",50.00,68.00,93.00,120.90,"2025-10-03","149099821","MCO",4,,,,"","ALMA1234","EX0004A1",30084,1001,"2025-10-03","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
790005,"2025-10-03 08:39:53.45","#EX0005",50.00,68.00,93.00,120.90,"2025-10-03","149099828","MCO",4,,,,"","ALMA1234","EX0005A1",30083,1001,"2025-10-03","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
790006,"2025-10-03 08:39:53.45","#EX0006",50.00,68.00,93.00,120.90,"2025-10-03","149099833","MCO",4,,,,"","ALMA1234","EX0006A1",30084,1001,"2025-10-03","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
790007,"2025-10-03 08:39:53.45","#EX0007",50.00,68.00,93.00,120.90,"2025-10-03","149099835","MCO",4,,,,"","ALMA1234","EX0007A1",30083,1001,"2025-10-03","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
790008,"2025-10-03 08:39:53.45","#EX0008",50.00,68.00,93.00,120.90,"2025-10-03","149099842","MCO",4,,,,"","ALMA1234","EX0008A1",30084,1001,"2025-10-03","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
790009,"2025-10-03 08:39:53.45","#EX0009",50.00,68.00,93.00,120.90,"2025-10-03","149099847","MCO",4,,,,"","ALMA1234","EX0009A1",30083,1001,"2025-10-03","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
790010,"2025-10-03 08:39:53.45","#EX0010",50.00,68.00,93.00,120.90,"2025-10-03","149099851","MCO",4,,,,"","ALMA1234","EX0010A1",30084,1001,"2025-10-03","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
790011,"2025-10-03 08:39:53.45","#EX0011",50.00,68.00,93.00,120.90,"2025-10-03","149099859","MCO",4,,,,"","ALMA1234","EX0011A1",30083,1001,"2025-10-03","2025-11-19","USD",93.00,100,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10|2XL:10|3XL:10|4XL:10"
