322001,"2025-04-08 08:39:53.45","#SA0001",50.00,68.00,93.00,120.90,"2025-04-08","143763010","WH",4,,,,"","ALMA","SA0001A1",30013,1002,"2025-04-08","2025-05-08","USD",93.00,70,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10"
322002,"2025-04-08 08:39:53.45","#SA0002",50.00,68.00,93.00,120.90,"2025-04-08","143763011","WH",4,,,,"","ALMA","SA0002A1",30022,4002,"2025-04-08","2025-05-08","USD",93.00,70,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10"
322003,"2025-04-08 08:39:53.45","#SA0003",50.00,68.00,93.00,120.90,"2025-04-08","143763012","WH",4,,,,"","ALMA","SA0003A1",30025,5002,"2025-04-08","2025-05-08","USD",93.00,70,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10"
322004,"2025-04-08 08:39:53.45","#SA0004",50.00,68.00,93.00,120.90,"2025-04-08","143763013","WH",4,,,,"","ALMA","SA0004A1",30026,6002,"2025-04-08","2025-05-08","USD",93.00,70,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10"
322005,"2025-04-08 08:39:53.45","#SA0005",50.00,68.00,93.00,120.90,"2025-04-08","143763014","WH",4,,,,"","ALMA","SA0005A1",30027,7002,"2025-04-08","2025-05-08","USD",93.00,70,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10"
322006,"2025-04-08 08:39:53.45","#SA0006",50.00,68.00,93.00,120.90,"2025-04-08","143763015","WH",4,,,,"","ALMA","SA0006A1",30029,1002,"2025-04-08","2025-05-08","USD",93.00,70,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10"
322007,"2025-04-08 08:39:53.45","#SA0007",50.00,68.00,93.00,120.90,"2025-04-08","143763018","WH",4,,,,"","ALMA","SA0007A1",30045,4002,"2025-04-08","2025-05-08","USD",93.00,70,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10"
322008,"2025-04-08 08:39:53.45","#SA0008",50.00,68.00,93.00,120.90,"2025-04-08","143763023","WH",4,,,,"","ALMA","SA0008A1",30047,5002,"2025-04-08","2025-05-08","USD",93.00,70,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10"
322009,"2025-04-08 08:39:53.45","#SA0009",50.00,68.00,93.00,120.90,"2025-04-08","143763033","WH",4,,,,"","ALMA","SA0009A1",30065,6002,"2025-04-08","2025-05-08","USD",93.00,70,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10"
322010,"2025-04-08 08:39:53.45","#SA0010",50.00,68.00,93.00,120.90,"2025-04-08","143763035","WH",4,,,,"","ALMA","SA0010A1",30069,7002,"2025-04-08","2025-05-08","USD",93.00,70,"3XS:10|2XS:10|XS:10|S:10|M:10|L:10|XL:10"
