ACTION,Option ID,UDA ID,UDA Value
NEW,132417126,9,1
NEW,132417126,13,1
NEW,132417126,32,1
NEW,132417126,33,1
NEW,132417126,34,1
NEW,132417126,35,1
NEW,132417126,47,1
NEW,132417126,48,1
NEW,132417126,52,1
NEW,132417126,105,1
NEW,132418134,9,1
NEW,132418134,13,1
NEW,132418134,32,1
NEW,132418134,33,1
NEW,132418134,34,1
NEW,132418134,35,1
NEW,132418134,47,1
NEW,132418134,48,1
NEW,132418134,52,1
NEW,132418134,105,1
NEW,132418136,9,1
NEW,132418136,13,1
NEW,132418136,32,1
NEW,132418136,33,1
NEW,132418136,34,1
NEW,132418136,35,1
NEW,132418136,47,1
NEW,132418136,48,1
NEW,132418136,52,1
NEW,132418136,105,1
NEW,132418147,9,1
NEW,132418147,13,1
NEW,132418147,32,1
NEW,132418147,33,1
NEW,132418147,34,1
NEW,132418147,35,1
NEW,132418147,47,1
NEW,132418147,48,1
NEW,132418147,52,1
NEW,132418147,105,1
NEW,132418275,9,1
NEW,132418275,13,1
NEW,132418275,32,1
NEW,132418275,33,1
NEW,132418275,34,1
NEW,132418275,35,1
NEW,132418275,47,1
NEW,132418275,48,1
NEW,132418275,52,1
NEW,132418275,105,1
NEW,132418394,9,1
NEW,132418394,13,1
NEW,132418394,32,1
NEW,132418394,33,1
NEW,132418394,34,1
NEW,132418394,35,1
NEW,132418394,47,1
NEW,132418394,48,1
NEW,132418394,52,1
NEW,132418394,105,1
NEW,132418508,9,1
NEW,132418508,13,1
NEW,132418508,32,1
NEW,132418508,33,1
NEW,132418508,34,1
NEW,132418508,35,1
NEW,132418508,47,1
NEW,132418508,48,1
NEW,132418508,52,1
NEW,132418508,105,1
NEW,132418760,9,1
NEW,132418760,13,1
NEW,132418760,32,1
NEW,132418760,33,1
NEW,132418760,34,1
NEW,132418760,35,1
NEW,132418760,47,1
NEW,132418760,48,1
NEW,132418760,52,1
NEW,132418760,105,1
NEW,132418761,9,1
NEW,132418761,13,1
NEW,132418761,32,1
NEW,132418761,33,1
NEW,132418761,34,1
NEW,132418761,35,1
NEW,132418761,47,1
NEW,132418761,48,1
NEW,132418761,52,1
NEW,132418761,105,1
NEW,132418906,9,1
NEW,132418906,13,1
NEW,132418906,32,1
NEW,132418906,33,1
NEW,132418906,34,1
NEW,132418906,35,1
NEW,132418906,47,1
NEW,132418906,48,1
NEW,132418906,52,1
NEW,132418906,105,1
NEW,132418986,9,1
NEW,132418986,13,1
NEW,132418986,32,1
NEW,132418986,33,1
NEW,132418986,34,1
NEW,132418986,35,1
NEW,132418986,47,1
NEW,132418986,48,1
NEW,132418986,52,1
NEW,132418986,105,1
NEW,132419153,9,1
NEW,132419153,13,1
NEW,132419153,32,1
NEW,132419153,33,1
NEW,132419153,34,1
NEW,132419153,35,1
NEW,132419153,47,1
NEW,132419153,48,1
NEW,132419153,52,1
NEW,132419153,105,1
NEW,132419182,9,1
NEW,132419182,13,1
NEW,132419182,32,1
NEW,132419182,33,1
NEW,132419182,34,1
NEW,132419182,35,1
NEW,132419182,47,1
NEW,132419182,48,1
NEW,132419182,52,1
NEW,132419182,105,1
NEW,132420141,9,1
NEW,132420141,13,1
NEW,132420141,32,1
NEW,132420141,33,1
NEW,132420141,34,1
NEW,132420141,35,1
NEW,132420141,47,1
NEW,132420141,48,1
NEW,132420141,52,1
NEW,132420141,105,1
NEW,132420145,9,1
NEW,132420145,13,1
NEW,132420145,32,1
NEW,132420145,33,1
NEW,132420145,34,1
NEW,132420145,35,1
NEW,132420145,47,1
NEW,132420145,48,1
NEW,132420145,52,1
NEW,132420145,105,1
NEW,132420241,9,1
NEW,132420241,13,1
NEW,132420241,32,1
NEW,132420241,33,1
NEW,132420241,34,1
NEW,132420241,35,1
NEW,132420241,47,1
NEW,132420241,48,1
NEW,132420241,52,1
NEW,132420241,105,1
NEW,132420340,9,1
NEW,132420340,13,1
NEW,132420340,32,1
NEW,132420340,33,1
NEW,132420340,34,1
NEW,132420340,35,1
NEW,132420340,47,1
NEW,132420340,48,1
NEW,132420340,52,1
NEW,132420340,105,1
NEW,132420346,9,1
NEW,132420346,13,1
NEW,132420346,32,1
NEW,132420346,33,1
NEW,132420346,34,1
NEW,132420346,35,1
NEW,132420346,47,1
NEW,132420346,48,1
NEW,132420346,52,1
NEW,132420346,105,1
NEW,132420754,9,1
NEW,132420754,13,1
NEW,132420754,32,1
NEW,132420754,33,1
NEW,132420754,34,1
NEW,132420754,35,1
NEW,132420754,47,1
NEW,132420754,48,1
NEW,132420754,52,1
NEW,132420754,105,1
NEW,132421078,9,1
NEW,132421078,13,1
NEW,132421078,32,1
NEW,132421078,33,1
NEW,132421078,34,1
NEW,132421078,35,1
NEW,132421078,47,1
NEW,132421078,48,1
NEW,132421078,52,1
NEW,132421078,105,1
NEW,132421940,9,1
NEW,132421940,13,1
NEW,132421940,32,1
NEW,132421940,33,1
NEW,132421940,34,1
NEW,132421940,35,1
NEW,132421940,47,1
NEW,132421940,48,1
NEW,132421940,52,1
NEW,132421940,105,1
NEW,132434475,9,1
NEW,132434475,13,1
NEW,132434475,32,1
NEW,132434475,33,1
NEW,132434475,34,1
NEW,132434475,35,1
NEW,132434475,47,1
NEW,132434475,48,1
NEW,132434475,52,1
NEW,132434475,105,1
NEW,132435070,9,1
NEW,132435070,13,1
NEW,132435070,32,1
NEW,132435070,33,1
NEW,132435070,34,1
NEW,132435070,35,1
NEW,132435070,47,1
NEW,132435070,48,1
NEW,132435070,52,1
NEW,132435070,105,1
NEW,132435135,9,1
NEW,132435135,13,1
NEW,132435135,32,1
NEW,132435135,33,1
NEW,132435135,34,1
NEW,132435135,35,1
NEW,132435135,47,1
NEW,132435135,48,1
NEW,132435135,52,1
NEW,132435135,105,1
NEW,132435137,9,1
NEW,132435137,13,1
NEW,132435137,32,1
NEW,132435137,33,1
NEW,132435137,34,1
NEW,132435137,35,1
NEW,132435137,47,1
NEW,132435137,48,1
NEW,132435137,52,1
NEW,132435137,105,1
NEW,132435592,9,1
NEW,132435592,13,1
NEW,132435592,32,1
NEW,132435592,33,1
NEW,132435592,34,1
NEW,132435592,35,1
NEW,132435592,47,1
NEW,132435592,48,1
NEW,132435592,52,1
NEW,132435592,105,1
NEW,132435691,9,1
NEW,132435691,13,1
NEW,132435691,32,1
NEW,132435691,33,1
NEW,132435691,34,1
NEW,132435691,35,1
NEW,132435691,47,1
NEW,132435691,48,1
NEW,132435691,52,1
NEW,132435691,105,1
NEW,132435699,9,1
NEW,132435699,13,1
NEW,132435699,32,1
NEW,132435699,33,1
NEW,132435699,34,1
NEW,132435699,35,1
NEW,132435699,47,1
NEW,132435699,48,1
NEW,132435699,52,1
NEW,132435699,105,1
NEW,132435716,9,1
NEW,132435716,13,1
NEW,132435716,32,1
NEW,132435716,33,1
NEW,132435716,34,1
NEW,132435716,35,1
NEW,132435716,47,1
NEW,132435716,48,1
NEW,132435716,52,1
NEW,132435716,105,1
NEW,132436539,9,1
NEW,132436539,13,1
NEW,132436539,32,1
NEW,132436539,33,1
NEW,132436539,34,1
NEW,132436539,35,1
NEW,132436539,47,1
NEW,132436539,48,1
NEW,132436539,52,1
NEW,132436539,105,1
NEW,132436543,9,1
NEW,132436543,13,1
NEW,132436543,32,1
NEW,132436543,33,1
NEW,132436543,34,1
NEW,132436543,35,1
NEW,132436543,47,1
NEW,132436543,48,1
NEW,132436543,52,1
NEW,132436543,105,1
NEW,132436549,9,1
NEW,132436549,13,1
NEW,132436549,32,1
NEW,132436549,33,1
NEW,132436549,34,1
NEW,132436549,35,1
NEW,132436549,47,1
NEW,132436549,48,1
NEW,132436549,52,1
NEW,132436549,105,1
NEW,132437626,9,1
NEW,132437626,13,1
NEW,132437626,32,1
NEW,132437626,33,1
NEW,132437626,34,1
NEW,132437626,35,1
NEW,132437626,47,1
NEW,132437626,48,1
NEW,132437626,52,1
NEW,132437626,105,1
NEW,132437628,9,1
NEW,132437628,13,1
NEW,132437628,32,1
NEW,132437628,33,1
NEW,132437628,34,1
NEW,132437628,35,1
NEW,132437628,47,1
NEW,132437628,48,1
NEW,132437628,52,1
NEW,132437628,105,1
NEW,132438055,9,1
NEW,132438055,13,1
NEW,132438055,32,1
NEW,132438055,33,1
NEW,132438055,34,1
NEW,132438055,35,1
NEW,132438055,47,1
NEW,132438055,48,1
NEW,132438055,52,1
NEW,132438055,105,1
NEW,132438056,9,1
NEW,132438056,13,1
NEW,132438056,32,1
NEW,132438056,33,1
NEW,132438056,34,1
NEW,132438056,35,1
NEW,132438056,47,1
NEW,132438056,48,1
NEW,132438056,52,1
NEW,132438056,105,1
NEW,132438351,9,1
NEW,132438351,13,1
NEW,132438351,32,1
NEW,132438351,33,1
NEW,132438351,34,1
NEW,132438351,35,1
NEW,132438351,47,1
NEW,132438351,48,1
NEW,132438351,52,1
NEW,132438351,105,1
NEW,132438415,9,1
NEW,132438415,13,1
NEW,132438415,32,1
NEW,132438415,33,1
NEW,132438415,34,1
NEW,132438415,35,1
NEW,132438415,47,1
NEW,132438415,48,1
NEW,132438415,52,1
NEW,132438415,105,1
NEW,132438428,9,1
NEW,132438428,13,1
NEW,132438428,32,1
NEW,132438428,33,1
NEW,132438428,34,1
NEW,132438428,35,1
NEW,132438428,47,1
NEW,132438428,48,1
NEW,132438428,52,1
NEW,132438428,105,1
NEW,132438464,9,1
NEW,132438464,13,1
NEW,132438464,32,1
NEW,132438464,33,1
NEW,132438464,34,1
NEW,132438464,35,1
NEW,132438464,47,1
NEW,132438464,48,1
NEW,132438464,52,1
NEW,132438464,105,1
NEW,132438478,9,1
NEW,132438478,13,1
NEW,132438478,32,1
