ACTION,Option ID,UDA ID,UDA Value
NEW,132419173,9,1
NEW,132419173,13,1
NEW,132419173,32,1
NEW,132419173,33,1
NEW,132419173,34,1
NEW,132419173,35,1
NEW,132419173,47,1
NEW,132419173,48,1
NEW,132419173,52,1
NEW,132419173,105,1
NEW,132419176,9,1
NEW,132419176,13,1
NEW,132419176,32,1
NEW,132419176,33,1
NEW,132419176,34,1
NEW,132419176,35,1
NEW,132419176,47,1
NEW,132419176,48,1
NEW,132419176,52,1
NEW,132419176,105,1
NEW,132419597,9,1
NEW,132419597,13,1
NEW,132419597,32,1
NEW,132419597,33,1
NEW,132419597,34,1
NEW,132419597,35,1
NEW,132419597,47,1
NEW,132419597,48,1
NEW,132419597,52,1
NEW,132419597,105,1
NEW,132419734,9,1
NEW,132419734,13,1
NEW,132419734,32,1
NEW,132419734,33,1
NEW,132419734,34,1
NEW,132419734,35,1
NEW,132419734,47,1
NEW,132419734,48,1
NEW,132419734,52,1
NEW,132419734,105,1
NEW,132420345,9,1
NEW,132420345,13,1
NEW,132420345,32,1
NEW,132420345,33,1
NEW,132420345,34,1
NEW,132420345,35,1
NEW,132420345,47,1
NEW,132420345,48,1
NEW,132420345,52,1
NEW,132420345,105,1
NEW,132420378,9,1
NEW,132420378,13,1
NEW,132420378,32,1
NEW,132420378,33,1
NEW,132420378,34,1
NEW,132420378,35,1
NEW,132420378,47,1
NEW,132420378,48,1
NEW,132420378,52,1
NEW,132420378,105,1
NEW,132420747,9,1
NEW,132420747,13,1
NEW,132420747,32,1
NEW,132420747,33,1
NEW,132420747,34,1
NEW,132420747,35,1
NEW,132420747,47,1
NEW,132420747,48,1
NEW,132420747,52,1
NEW,132420747,105,1
NEW,132421396,9,1
NEW,132421396,13,1
NEW,132421396,32,1
NEW,132421396,33,1
NEW,132421396,34,1
NEW,132421396,35,1
NEW,132421396,47,1
NEW,132421396,48,1
NEW,132421396,52,1
NEW,132421396,105,1
NEW,132421778,9,1
NEW,132421778,13,1
NEW,132421778,32,1
NEW,132421778,33,1
NEW,132421778,34,1
NEW,132421778,35,1
NEW,132421778,47,1
NEW,132421778,48,1
NEW,132421778,52,1
NEW,132421778,105,1
NEW,132421786,9,1
NEW,132421786,13,1
NEW,132421786,32,1
NEW,132421786,33,1
NEW,132421786,34,1
NEW,132421786,35,1
NEW,132421786,47,1
NEW,132421786,48,1
NEW,132421786,52,1
NEW,132421786,105,1
NEW,132434477,9,1
NEW,132434477,13,1
NEW,132434477,32,1
NEW,132434477,33,1
