ACTION,Option ID,UDA ID,UDA Value
NEW,132495004,9,1
NEW,132495004,13,1
NEW,132495004,32,1
NEW,132495004,33,1
NEW,132495004,34,1
NEW,132495004,35,1
NEW,132495004,47,1
NEW,132495004,48,1
NEW,132495004,52,1
NEW,132495004,105,1
NEW,132495113,9,1
NEW,132495113,13,1
NEW,132495113,32,1
NEW,132495113,33,1
NEW,132495113,34,1
NEW,132495113,35,1
NEW,132495113,47,1
NEW,132495113,48,1
NEW,132495113,52,1
NEW,132495113,105,1
NEW,132495457,9,1
NEW,132495457,13,1
NEW,132495457,32,1
NEW,132495457,33,1
NEW,132495457,34,1
NEW,132495457,35,1
NEW,132495457,47,1
NEW,132495457,48,1
NEW,132495457,52,1
NEW,132495457,105,1
NEW,132495758,9,1
NEW,132495758,13,1
NEW,132495758,32,1
NEW,132495758,33,1
NEW,132495758,34,1
NEW,132495758,35,1
NEW,132495758,47,1
NEW,132495758,48,1
NEW,132495758,52,1
NEW,132495758,105,1
NEW,132495811,9,1
NEW,132495811,13,1
NEW,132495811,32,1
NEW,132495811,33,1
NEW,132495811,34,1
NEW,132495811,35,1
NEW,132495811,47,1
NEW,132495811,48,1
NEW,132495811,52,1
NEW,132495811,105,1
NEW,132495820,9,1
NEW,132495820,13,1
NEW,132495820,32,1
NEW,132495820,33,1
NEW,132495820,34,1
NEW,132495820,35,1
NEW,132495820,47,1
NEW,132495820,48,1
NEW,132495820,52,1
NEW,132495820,105,1
NEW,132496046,9,1
NEW,132496046,13,1
NEW,132496046,32,1
NEW,132496046,33,1
NEW,132496046,34,1
NEW,132496046,35,1
NEW,132496046,47,1
NEW,132496046,48,1
NEW,132496046,52,1
NEW,132496046,105,1
NEW,132496167,9,1
NEW,132496167,13,1
NEW,132496167,32,1
NEW,132496167,33,1
NEW,132496167,34,1
NEW,132496167,35,1
NEW,132496167,47,1
NEW,132496167,48,1
NEW,132496167,52,1
NEW,132496167,105,1
NEW,132496186,9,1
NEW,132496186,13,1
NEW,132496186,32,1
NEW,132496186,33,1
NEW,132496186,34,1
NEW,132496186,35,1
NEW,132496186,47,1
NEW,132496186,48,1
NEW,132496186,52,1
NEW,132496186,105,1
NEW,132496336,9,1
NEW,132496336,13,1
NEW,132496336,32,1
NEW,132496336,33,1
NEW,132496336,34,1
NEW,132496336,35,1
NEW,132496336,47,1
NEW,132496336,48,1
NEW,132496336,52,1
NEW,132496336,105,1
NEW,132496434,9,1
NEW,132496434,13,1
NEW,132496434,32,1
NEW,132496434,33,1
NEW,132496434,34,1
NEW,132496434,35,1
NEW,132496434,47,1
NEW,132496434,48,1
NEW,132496434,52,1
NEW,132496434,105,1
NEW,132496435,9,1
NEW,132496435,13,1
NEW,132496435,32,1
NEW,132496435,33,1
NEW,132496435,34,1
NEW,132496435,35,1
NEW,132496435,47,1
NEW,132496435,48,1
NEW,132496435,52,1
NEW,132496435,105,1
NEW,132496467,9,1
NEW,132496467,13,1
NEW,132496467,32,1
NEW,132496467,33,1
NEW,132496467,34,1
NEW,132496467,35,1
NEW,132496467,47,1
NEW,132496467,48,1
NEW,132496467,52,1
NEW,132496467,105,1
NEW,132496468,9,1
NEW,132496468,13,1
NEW,132496468,32,1
NEW,132496468,33,1
NEW,132496468,34,1
NEW,132496468,35,1
NEW,132496468,47,1
NEW,132496468,48,1
NEW,132496468,52,1
NEW,132496468,105,1
NEW,132496500,9,1
NEW,132496500,13,1
NEW,132496500,32,1
NEW,132496500,33,1
NEW,132496500,34,1
NEW,132496500,35,1
NEW,132496500,47,1
NEW,132496500,48,1
NEW,132496500,52,1
NEW,132496500,105,1
NEW,132496792,9,1
NEW,132496792,13,1
NEW,132496792,32,1
NEW,132496792,33,1
NEW,132496792,34,1
NEW,132496792,35,1
NEW,132496792,47,1
NEW,132496792,48,1
NEW,132496792,52,1
NEW,132496792,105,1
NEW,132496898,9,1
NEW,132496898,13,1
NEW,132496898,32,1
NEW,132496898,33,1
NEW,132496898,34,1
NEW,132496898,35,1
NEW,132496898,47,1
NEW,132496898,48,1
NEW,132496898,52,1
NEW,132496898,105,1
NEW,132496903,9,1
NEW,132496903,13,1
NEW,132496903,32,1
NEW,132496903,33,1
NEW,132496903,34,1
NEW,132496903,35,1
NEW,132496903,47,1
NEW,132496903,48,1
NEW,132496903,52,1
NEW,132496903,105,1
NEW,132496915,9,1
NEW,132496915,13,1
NEW,132496915,32,1
NEW,132496915,33,1
NEW,132496915,34,1
NEW,132496915,35,1
NEW,132496915,47,1
NEW,132496915,48,1
NEW,132496915,52,1
NEW,132496915,105,1
NEW,132497761,9,1
NEW,132497761,13,1
NEW,132497761,32,1
NEW,132497761,33,1
NEW,132497761,34,1
NEW,132497761,35,1
NEW,132497761,47,1
NEW,132497761,48,1
NEW,132497761,52,1
NEW,132497761,105,1
NEW,132499423,9,1
NEW,132499423,13,1
NEW,132499423,32,1
NEW,132499423,33,1
NEW,132499423,34,1
NEW,132499423,35,1
NEW,132499423,47,1
NEW,132499423,48,1
NEW,132499423,52,1
NEW,132499423,105,1
NEW,132499425,9,1
NEW,132499425,13,1
NEW,132499425,32,1
NEW,132499425,33,1
NEW,132499425,34,1
NEW,132499425,35,1
NEW,132499425,47,1
NEW,132499425,48,1
NEW,132499425,52,1
NEW,132499425,105,1
NEW,132499432,9,1
NEW,132499432,13,1
NEW,132499432,32,1
NEW,132499432,33,1
NEW,132499432,34,1
NEW,132499432,35,1
NEW,132499432,47,1
NEW,132499432,48,1
NEW,132499432,52,1
NEW,132499432,105,1
NEW,132499433,9,1
NEW,132499433,13,1
NEW,132499433,32,1
NEW,132499433,33,1
NEW,132499433,34,1
NEW,132499433,35,1
NEW,132499433,47,1
NEW,132499433,48,1
NEW,132499433,52,1
NEW,132499433,105,1
NEW,132499435,9,1
NEW,132499435,13,1
NEW,132499435,32,1
NEW,132499435,33,1
NEW,132499435,34,1
NEW,132499435,35,1
NEW,132499435,47,1
NEW,132499435,48,1
NEW,132499435,52,1
NEW,132499435,105,1
NEW,132504984,9,1
NEW,132504984,13,1
NEW,132504984,32,1
NEW,132504984,33,1
NEW,132504984,34,1
NEW,132504984,35,1
