ACTION,Option ID,UDA ID,UDA Value
NEW,132496877,9,1
NEW,132496877,13,1
NEW,132496877,32,1
NEW,132496877,33,1
NEW,132496877,34,1
NEW,132496877,35,1
NEW,132496877,47,1
NEW,132496877,48,1
NEW,132496877,52,1
NEW,132496877,105,1
NEW,132496880,9,1
NEW,132496880,13,1
NEW,132496880,32,1
NEW,132496880,33,1
NEW,132496880,34,1
NEW,132496880,35,1
NEW,132496880,47,1
NEW,132496880,48,1
NEW,132496880,52,1
NEW,132496880,105,1
NEW,132496888,9,1
NEW,132496888,13,1
NEW,132496888,32,1
NEW,132496888,33,1
NEW,132496888,34,1
NEW,132496888,35,1
NEW,132496888,47,1
NEW,132496888,48,1
NEW,132496888,52,1
NEW,132496888,105,1
NEW,132496889,9,1
NEW,132496889,13,1
NEW,132496889,32,1
NEW,132496889,33,1
NEW,132496889,34,1
NEW,132496889,35,1
NEW,132496889,47,1
NEW,132496889,48,1
NEW,132496889,52,1
NEW,132496889,105,1
NEW,132496892,9,1
NEW,132496892,13,1
NEW,132496892,32,1
NEW,132496892,33,1
NEW,132496892,34,1
NEW,132496892,35,1
NEW,132496892,47,1
NEW,132496892,48,1
NEW,132496892,52,1
NEW,132496892,105,1
NEW,132496893,9,1
NEW,132496893,13,1
NEW,132496893,32,1
NEW,132496893,33,1
NEW,132496893,34,1
NEW,132496893,35,1
NEW,132496893,47,1
NEW,132496893,48,1
NEW,132496893,52,1
NEW,132496893,105,1
NEW,132496900,9,1
NEW,132496900,13,1
NEW,132496900,32,1
NEW,132496900,33,1
NEW,132496900,34,1
NEW,132496900,35,1
NEW,132496900,47,1
NEW,132496900,48,1
NEW,132496900,52,1
NEW,132496900,105,1
NEW,132496908,9,1
NEW,132496908,13,1
NEW,132496908,32,1
NEW,132496908,33,1
NEW,132496908,34,1
NEW,132496908,35,1
NEW,132496908,47,1
NEW,132496908,48,1
NEW,132496908,52,1
NEW,132496908,105,1
NEW,132496910,9,1
NEW,132496910,13,1
NEW,132496910,32,1
NEW,132496910,33,1
NEW,132496910,34,1
NEW,132496910,35,1
NEW,132496910,47,1
NEW,132496910,48,1
NEW,132496910,52,1
NEW,132496910,105,1
NEW,132496913,9,1
NEW,132496913,13,1
NEW,132496913,32,1
NEW,132496913,33,1
NEW,132496913,34,1
NEW,132496913,35,1
NEW,132496913,47,1
NEW,132496913,48,1
NEW,132496913,52,1
NEW,132496913,105,1
NEW,132496919,9,1
NEW,132496919,13,1
NEW,132496919,32,1
NEW,132496919,33,1
NEW,132496919,34,1
NEW,132496919,35,1
NEW,132496919,47,1
NEW,132496919,48,1
NEW,132496919,52,1
