ACTION,Option ID,UDA ID,UDA Value
NEW,132522014,9,1
NEW,132522014,13,1
NEW,132522014,32,1
NEW,132522014,33,1
NEW,132522014,34,1
NEW,132522014,35,1
NEW,132522014,47,1
NEW,132522014,48,1
NEW,132522014,52,1
NEW,132522014,105,1
NEW,132524777,9,1
NEW,132524777,13,1
NEW,132524777,32,1
NEW,132524777,33,1
NEW,132524777,34,1
NEW,132524777,35,1
NEW,132524777,47,1
NEW,132524777,48,1
NEW,132524777,52,1
NEW,132524777,105,1
NEW,132524902,9,1
NEW,132524902,13,1
NEW,132524902,32,1
NEW,132524902,33,1
NEW,132524902,34,1
NEW,132524902,35,1
NEW,132524902,47,1
NEW,132524902,48,1
NEW,132524902,52,1
NEW,132524902,105,1
NEW,132525366,9,1
NEW,132525366,13,1
NEW,132525366,32,1
NEW,132525366,33,1
NEW,132525366,34,1
NEW,132525366,35,1
NEW,132525366,47,1
NEW,132525366,48,1
NEW,132525366,52,1
NEW,132525366,105,1
NEW,132525386,9,1
NEW,132525386,13,1
NEW,132525386,32,1
NEW,132525386,33,1
NEW,132525386,34,1
NEW,132525386,35,1
NEW,132525386,47,1
NEW,132525386,48,1
NEW,132525386,52,1
NEW,132525386,105,1
NEW,132525387,9,1
NEW,132525387,13,1
NEW,132525387,32,1
NEW,132525387,33,1
NEW,132525387,34,1
NEW,132525387,35,1
NEW,132525387,47,1
NEW,132525387,48,1
NEW,132525387,52,1
NEW,132525387,105,1
NEW,132525666,9,1
NEW,132525666,13,1
NEW,132525666,32,1
NEW,132525666,33,1
NEW,132525666,34,1
NEW,132525666,35,1
NEW,132525666,47,1
NEW,132525666,48,1
NEW,132525666,52,1
NEW,132525666,105,1
NEW,132525676,9,1
NEW,132525676,13,1
NEW,132525676,32,1
NEW,132525676,33,1
NEW,132525676,34,1
NEW,132525676,35,1
NEW,132525676,47,1
NEW,132525676,48,1
NEW,132525676,52,1
NEW,132525676,105,1
NEW,132525679,9,1
NEW,132525679,13,1
NEW,132525679,32,1
NEW,132525679,33,1
NEW,132525679,34,1
NEW,132525679,35,1
NEW,132525679,47,1
NEW,132525679,48,1
NEW,132525679,52,1
NEW,132525679,105,1
NEW,132525994,9,1
NEW,132525994,13,1
NEW,132525994,32,1
NEW,132525994,33,1
NEW,132525994,34,1
NEW,132525994,35,1
NEW,132525994,47,1
NEW,132525994,48,1
NEW,132525994,52,1
NEW,132525994,105,1
NEW,132526113,9,1
NEW,132526113,13,1
NEW,132526113,32,1
NEW,132526113,33,1
NEW,132526113,34,1
NEW,132526113,35,1
NEW,132526113,47,1
NEW,132526113,48,1
NEW,132526113,52,1
NEW,132526113,105,1
NEW,132526427,9,1
NEW,132526427,13,1
NEW,132526427,32,1
NEW,132526427,33,1
NEW,132526427,34,1
NEW,132526427,35,1
NEW,132526427,47,1
NEW,132526427,48,1
NEW,132526427,52,1
NEW,132526427,105,1
NEW,132526562,9,1
NEW,132526562,13,1
NEW,132526562,32,1
NEW,132526562,33,1
NEW,132526562,34,1
NEW,132526562,35,1
NEW,132526562,47,1
NEW,132526562,48,1
NEW,132526562,52,1
NEW,132526562,105,1
NEW,132526564,9,1
NEW,132526564,13,1
NEW,132526564,32,1
NEW,132526564,33,1
NEW,132526564,34,1
NEW,132526564,35,1
NEW,132526564,47,1
NEW,132526564,48,1
NEW,132526564,52,1
NEW,132526564,105,1
NEW,132526572,9,1
NEW,132526572,13,1
NEW,132526572,32,1
NEW,132526572,33,1
NEW,132526572,34,1
NEW,132526572,35,1
NEW,132526572,47,1
NEW,132526572,48,1
NEW,132526572,52,1
NEW,132526572,105,1
NEW,132526581,9,1
NEW,132526581,13,1
NEW,132526581,32,1
NEW,132526581,33,1
NEW,132526581,34,1
NEW,132526581,35,1
NEW,132526581,47,1
NEW,132526581,48,1
NEW,132526581,52,1
NEW,132526581,105,1
NEW,132526590,9,1
NEW,132526590,13,1
NEW,132526590,32,1
NEW,132526590,33,1
NEW,132526590,34,1
NEW,132526590,35,1
NEW,132526590,47,1
NEW,132526590,48,1
NEW,132526590,52,1
NEW,132526590,105,1
NEW,132526593,9,1
NEW,132526593,13,1
NEW,132526593,32,1
NEW,132526593,33,1
NEW,132526593,34,1
NEW,132526593,35,1
NEW,132526593,47,1
NEW,132526593,48,1
NEW,132526593,52,1
NEW,132526593,105,1
NEW,132528129,9,1
NEW,132528129,13,1
NEW,132528129,32,1
NEW,132528129,33,1
NEW,132528129,34,1
NEW,132528129,35,1
NEW,132528129,47,1
NEW,132528129,48,1
NEW,132528129,52,1
NEW,132528129,105,1
NEW,132528154,9,1
NEW,132528154,13,1
NEW,132528154,32,1
NEW,132528154,33,1
NEW,132528154,34,1
NEW,132528154,35,1
NEW,132528154,47,1
NEW,132528154,48,1
NEW,132528154,52,1
NEW,132528154,105,1
NEW,132528158,9,1
NEW,132528158,13,1
NEW,132528158,32,1
NEW,132528158,33,1
NEW,132528158,34,1
NEW,132528158,35,1
NEW,132528158,47,1
NEW,132528158,48,1
NEW,132528158,52,1
NEW,132528158,105,1
NEW,132528162,9,1
NEW,132528162,13,1
NEW,132528162,32,1
NEW,132528162,33,1
NEW,132528162,34,1
NEW,132528162,35,1
NEW,132528162,47,1
NEW,132528162,48,1
NEW,132528162,52,1
NEW,132528162,105,1
NEW,132528164,9,1
NEW,132528164,13,1
NEW,132528164,32,1
NEW,132528164,33,1
NEW,132528164,34,1
NEW,132528164,35,1
NEW,132528164,47,1
NEW,132528164,48,1
NEW,132528164,52,1
NEW,132528164,105,1
NEW,132528566,9,1
NEW,132528566,13,1
NEW,132528566,32,1
NEW,132528566,33,1
NEW,132528566,34,1
NEW,132528566,35,1
NEW,132528566,47,1
NEW,132528566,48,1
NEW,132528566,52,1
NEW,132528566,105,1
NEW,132528574,9,1
NEW,132528574,13,1
NEW,132528574,32,1
NEW,132528574,33,1
NEW,132528574,34,1
NEW,132528574,35,1
NEW,132528574,47,1
NEW,132528574,48,1
NEW,132528574,52,1
NEW,132528574,105,1
NEW,132530409,9,1
NEW,132530409,13,1
NEW,132530409,32,1
NEW,132530409,33,1
NEW,132530409,34,1
NEW,132530409,35,1
NEW,132530409,47,1
NEW,132530409,48,1
NEW,132530409,52,1
NEW,132530409,105,1
NEW,132530414,9,1
NEW,132530414,13,1
NEW,132530414,32,1
NEW,132530414,33,1
NEW,132530414,34,1
NEW,132530414,35,1
NEW,132530414,47,1
NEW,132530414,48,1
NEW,132530414,52,1
NEW,132530414,105,1
NEW,132530799,9,1
NEW,132530799,13,1
NEW,132530799,32,1
NEW,132530799,33,1
NEW,132530799,34,1
NEW,132530799,35,1
NEW,132530799,47,1
NEW,132530799,48,1
NEW,132530799,52,1
NEW,132530799,105,1
NEW,132531026,9,1
NEW,132531026,13,1
NEW,132531026,32,1
NEW,132531026,33,1
NEW,132531026,34,1
NEW,132531026,35,1
NEW,132531026,47,1
NEW,132531026,48,1
NEW,132531026,52,1
NEW,132531026,105,1
NEW,132531027,9,1
NEW,132531027,13,1
NEW,132531027,32,1
NEW,132531027,33,1
NEW,132531027,34,1
NEW,132531027,35,1
NEW,132531027,47,1
NEW,132531027,48,1
NEW,132531027,52,1
NEW,132531027,105,1
NEW,132531030,9,1
NEW,132531030,13,1
NEW,132531030,32,1
NEW,132531030,33,1
NEW,132531030,34,1
NEW,132531030,35,1
NEW,132531030,47,1
NEW,132531030,48,1
NEW,132531030,52,1
NEW,132531030,105,1
NEW,132539929,9,1
NEW,132539929,13,1
NEW,132539929,32,1
NEW,132539929,33,1
NEW,132539929,34,1
NEW,132539929,35,1
NEW,132539929,47,1
NEW,132539929,48,1
