ACTION,Option ID,UDA ID,UDA Value
NEW,132605360,9,1
NEW,132605360,13,1
NEW,132605360,32,1
NEW,132605360,33,1
NEW,132605360,34,1
NEW,132605360,35,1
NEW,132605360,47,1
NEW,132605360,48,1
NEW,132605360,52,1
NEW,132605360,105,1
NEW,132605366,9,1
NEW,132605366,13,1
NEW,132605366,32,1
NEW,132605366,33,1
NEW,132605366,34,1
NEW,132605366,35,1
NEW,132605366,47,1
NEW,132605366,48,1
NEW,132605366,52,1
NEW,132605366,105,1
NEW,132606278,9,1
NEW,132606278,13,1
NEW,132606278,32,1
NEW,132606278,33,1
NEW,132606278,34,1
NEW,132606278,35,1
NEW,132606278,47,1
NEW,132606278,48,1
NEW,132606278,52,1
NEW,132606278,105,1
NEW,132606279,9,1
NEW,132606279,13,1
NEW,132606279,32,1
NEW,132606279,33,1
NEW,132606279,34,1
NEW,132606279,35,1
NEW,132606279,47,1
NEW,132606279,48,1
NEW,132606279,52,1
NEW,132606279,105,1
NEW,132606396,9,1
NEW,132606396,13,1
NEW,132606396,32,1
NEW,132606396,33,1
NEW,132606396,34,1
NEW,132606396,35,1
NEW,132606396,47,1
NEW,132606396,48,1
NEW,132606396,52,1
NEW,132606396,105,1
NEW,132606399,9,1
NEW,132606399,13,1
NEW,132606399,32,1
NEW,132606399,33,1
NEW,132606399,34,1
NEW,132606399,35,1
NEW,132606399,47,1
NEW,132606399,48,1
NEW,132606399,52,1
NEW,132606399,105,1
NEW,132607192,9,1
NEW,132607192,13,1
NEW,132607192,32,1
NEW,132607192,33,1
NEW,132607192,34,1
NEW,132607192,35,1
NEW,132607192,47,1
NEW,132607192,48,1
NEW,132607192,52,1
NEW,132607192,105,1
NEW,132609398,9,1
NEW,132609398,13,1
NEW,132609398,32,1
NEW,132609398,33,1
NEW,132609398,34,1
NEW,132609398,35,1
NEW,132609398,47,1
NEW,132609398,48,1
NEW,132609398,52,1
NEW,132609398,105,1
NEW,132373817,9,1
NEW,132373817,13,1
NEW,132373817,32,1
NEW,132373817,33,1
NEW,132373817,34,1
NEW,132373817,35,1
NEW,132373817,47,1
NEW,132373817,48,1
NEW,132373817,52,1
NEW,132373817,105,1
NEW,132373844,9,1
NEW,132373844,13,1
NEW,132373844,32,1
NEW,132373844,33,1
NEW,132373844,34,1
NEW,132373844,35,1
NEW,132373844,47,1
NEW,132373844,48,1
NEW,132373844,52,1
NEW,132373844,105,1
NEW,132373960,9,1
NEW,132373960,13,1
NEW,132373960,32,1
NEW,132373960,33,1
NEW,132373960,34,1
NEW,132373960,35,1
NEW,132373960,47,1
NEW,132373960,48,1
NEW,132373960,52,1
NEW,132373960,105,1
NEW,132374268,9,1
NEW,132374268,13,1
NEW,132374268,32,1
NEW,132374268,33,1
NEW,132374268,34,1
NEW,132374268,35,1
NEW,132374268,47,1
NEW,132374268,48,1
NEW,132374268,52,1
NEW,132374268,105,1
NEW,132374277,9,1
NEW,132374277,13,1
NEW,132374277,32,1
NEW,132374277,33,1
NEW,132374277,34,1
NEW,132374277,35,1
NEW,132374277,47,1
NEW,132374277,48,1
NEW,132374277,52,1
NEW,132374277,105,1
NEW,132374280,9,1
NEW,132374280,13,1
NEW,132374280,32,1
NEW,132374280,33,1
NEW,132374280,34,1
NEW,132374280,35,1
NEW,132374280,47,1
NEW,132374280,48,1
NEW,132374280,52,1
NEW,132374280,105,1
NEW,132374995,9,1
NEW,132374995,13,1
NEW,132374995,32,1
NEW,132374995,33,1
NEW,132374995,34,1
NEW,132374995,35,1
NEW,132374995,47,1
NEW,132374995,48,1
NEW,132374995,52,1
NEW,132374995,105,1
NEW,132375108,9,1
NEW,132375108,13,1
NEW,132375108,32,1
NEW,132375108,33,1
NEW,132375108,34,1
NEW,132375108,35,1
NEW,132375108,47,1
NEW,132375108,48,1
NEW,132375108,52,1
NEW,132375108,105,1
NEW,132375119,9,1
NEW,132375119,13,1
NEW,132375119,32,1
NEW,132375119,33,1
NEW,132375119,34,1
NEW,132375119,35,1
NEW,132375119,47,1
NEW,132375119,48,1
NEW,132375119,52,1
NEW,132375119,105,1
NEW,132375120,9,1
NEW,132375120,13,1
NEW,132375120,32,1
NEW,132375120,33,1
NEW,132375120,34,1
NEW,132375120,35,1
NEW,132375120,47,1
NEW,132375120,48,1
NEW,132375120,52,1
NEW,132375120,105,1
NEW,132379219,9,1
NEW,132379219,13,1
NEW,132379219,32,1
NEW,132379219,33,1
NEW,132379219,34,1
NEW,132379219,35,1
NEW,132379219,47,1
NEW,132379219,48,1
NEW,132379219,52,1
NEW,132379219,105,1
NEW,132379349,9,1
NEW,132379349,13,1
NEW,132379349,32,1
NEW,132379349,33,1
NEW,132379349,34,1
NEW,132379349,35,1
NEW,132379349,47,1
NEW,132379349,48,1
NEW,132379349,52,1
NEW,132379349,105,1
NEW,132379486,9,1
NEW,132379486,13,1
NEW,132379486,32,1
NEW,132379486,33,1
NEW,132379486,34,1
NEW,132379486,35,1
NEW,132379486,47,1
NEW,132379486,48,1
NEW,132379486,52,1
NEW,132379486,105,1
NEW,132379648,9,1
NEW,132379648,13,1
NEW,132379648,32,1
NEW,132379648,33,1
NEW,132379648,34,1
NEW,132379648,35,1
NEW,132379648,47,1
NEW,132379648,48,1
NEW,132379648,52,1
NEW,132379648,105,1
NEW,132380234,9,1
NEW,132380234,13,1
NEW,132380234,32,1
NEW,132380234,33,1
NEW,132380234,34,1
