ACTION,Option ID,UDA ID,UDA Value
NEW,132606392,9,1
NEW,132606392,13,1
NEW,132606392,32,1
NEW,132606392,33,1
NEW,132606392,34,1
NEW,132606392,35,1
NEW,132606392,47,1
NEW,132606392,48,1
NEW,132606392,52,1
NEW,132606392,105,1
NEW,132607238,9,1
NEW,132607238,13,1
NEW,132607238,32,1
NEW,132607238,33,1
NEW,132607238,34,1
NEW,132607238,35,1
NEW,132607238,47,1
NEW,132607238,48,1
NEW,132607238,52,1
NEW,132607238,105,1
NEW,132607393,9,1
NEW,132607393,13,1
NEW,132607393,32,1
NEW,132607393,33,1
NEW,132607393,34,1
NEW,132607393,35,1
NEW,132607393,47,1
NEW,132607393,48,1
NEW,132607393,52,1
NEW,132607393,105,1
NEW,132609399,9,1
NEW,132609399,13,1
NEW,132609399,32,1
NEW,132609399,33,1
NEW,132609399,34,1
NEW,132609399,35,1
NEW,132609399,47,1
NEW,132609399,48,1
NEW,132609399,52,1
NEW,132609399,105,1
NEW,132373634,9,1
NEW,132373634,13,1
NEW,132373634,32,1
NEW,132373634,33,1
NEW,132373634,34,1
NEW,132373634,35,1
NEW,132373634,47,1
NEW,132373634,48,1
NEW,132373634,52,1
NEW,132373634,105,1
NEW,132373672,9,1
NEW,132373672,13,1
NEW,132373672,32,1
NEW,132373672,33,1
NEW,132373672,34,1
NEW,132373672,35,1
NEW,132373672,47,1
NEW,132373672,48,1
NEW,132373672,52,1
NEW,132373672,105,1
NEW,132373673,9,1
NEW,132373673,13,1
NEW,132373673,32,1
NEW,132373673,33,1
NEW,132373673,34,1
NEW,132373673,35,1
NEW,132373673,47,1
NEW,132373673,48,1
NEW,132373673,52,1
NEW,132373673,105,1
NEW,132373962,9,1
NEW,132373962,13,1
NEW,132373962,32,1
NEW,132373962,33,1
NEW,132373962,34,1
NEW,132373962,35,1
NEW,132373962,47,1
NEW,132373962,48,1
NEW,132373962,52,1
NEW,132373962,105,1
NEW,132373966,9,1
NEW,132373966,13,1
NEW,132373966,32,1
NEW,132373966,33,1
NEW,132373966,34,1
NEW,132373966,35,1
NEW,132373966,47,1
NEW,132373966,48,1
NEW,132373966,52,1
NEW,132373966,105,1
NEW,132373981,9,1
NEW,132373981,13,1
NEW,132373981,32,1
NEW,132373981,33,1
NEW,132373981,34,1
NEW,132373981,35,1
NEW,132373981,47,1
NEW,132373981,48,1
NEW,132373981,52,1
NEW,132373981,105,1
NEW,132374695,9,1
NEW,132374695,13,1
NEW,132374695,32,1
NEW,132374695,33,1
NEW,132374695,34,1
NEW,132374695,35,1
NEW,132374695,47,1
NEW,132374695,48,1
NEW,132374695,52,1
NEW,132374695,105,1
NEW,132375071,9,1
NEW,132375071,13,1
NEW,132375071,32,1
NEW,132375071,33,1
NEW,132375071,34,1
NEW,132375071,35,1
NEW,132375071,47,1
NEW,132375071,48,1
NEW,132375071,52,1
NEW,132375071,105,1
NEW,132375103,9,1
NEW,132375103,13,1
NEW,132375103,32,1
NEW,132375103,33,1
NEW,132375103,34,1
NEW,132375103,35,1
NEW,132375103,47,1
NEW,132375103,48,1
NEW,132375103,52,1
NEW,132375103,105,1
NEW,132375113,9,1
NEW,132375113,13,1
NEW,132375113,32,1
NEW,132375113,33,1
NEW,132375113,34,1
NEW,132375113,35,1
NEW,132375113,47,1
NEW,132375113,48,1
NEW,132375113,52,1
NEW,132375113,105,1
NEW,132375122,9,1
NEW,132375122,13,1
NEW,132375122,32,1
NEW,132375122,33,1
NEW,132375122,34,1
NEW,132375122,35,1
NEW,132375122,47,1
NEW,132375122,48,1
NEW,132375122,52,1
NEW,132375122,105,1
NEW,132375123,9,1
NEW,132375123,13,1
NEW,132375123,32,1
NEW,132375123,33,1
NEW,132375123,34,1
NEW,132375123,35,1
NEW,132375123,47,1
NEW,132375123,48,1
NEW,132375123,52,1
NEW,132375123,105,1
NEW,132375124,9,1
NEW,132375124,13,1
NEW,132375124,32,1
NEW,132375124,33,1
NEW,132375124,34,1
NEW,132375124,35,1
