Buying Group ID,PO Number,ASN Handover Date,OVERRIDE IND
421,500035571907,15/01/2026,
421,500035571908,15/01/2026,
421,500035571909,15/01/2026,
421,500035571904,15/01/2026,
421,500035571905,15/01/2026,
421,500035571906,15/01/2026,
421,500035571898,15/01/2026,
421,500035571899,15/01/2026,
421,500035571900,15/01/2026,
421,500035571889,15/01/2026,
421,500035571890,15/01/2026,
421,500035571891,15/01/2026,
421,500035571895,15/01/2026,
421,500035571896,15/01/2026,
421,500035571897,15/01/2026,
421,500035571892,15/01/2026,
421,500035571893,15/01/2026,
421,500035571894,15/01/2026,
421,500035571883,15/01/2026,
421,500035571884,15/01/2026,
421,500035571885,15/01/2026,
421,500035571877,15/01/2026,
421,500035571878,15/01/2026,
421,500035571879,15/01/2026,
421,500035571886,15/01/2026,
421,500035571887,15/01/2026,
421,500035571888,15/01/2026,
421,500035571871,15/01/2026,
421,500035571872,15/01/2026,
421,500035571873,15/01/2026,
421,500035571880,15/01/2026,
421,500035571881,15/01/2026,
421,500035571882,15/01/2026,
421,500035571862,15/01/2026,
421,500035571863,15/01/2026,
421,500035571864,15/01/2026,
421,500035571868,15/01/2026,
421,500035571869,15/01/2026,
421,500035571870,15/01/2026,
421,500035571874,15/01/2026,
421,500035571875,15/01/2026,
421,500035571876,15/01/2026,
421,500035571859,15/01/2026,
421,500035571860,15/01/2026,
421,500035571861,15/01/2026,
421,500035571850,15/01/2026,
421,500035571851,15/01/2026,
421,500035571852,15/01/2026,
421,500035571865,15/01/2026,
421,500035571866,15/01/2026,
421,500035571867,15/01/2026,
421,500035571853,15/01/2026,
421,500035571854,15/01/2026,
421,500035571855,15/01/2026,
421,500035571856,15/01/2026,
421,500035571857,15/01/2026,
421,500035571858,15/01/2026,
421,500035571847,15/01/2026,
421,500035571848,15/01/2026,
421,500035571849,15/01/2026,
421,500035571841,15/01/2026,
421,500035571842,15/01/2026,
421,500035571843,15/01/2026,
421,500035571844,15/01/2026,
421,500035571845,15/01/2026,
421,500035571846,15/01/2026,
421,500035571838,15/01/2026,
421,500035571839,15/01/2026,
421,500035571840,15/01/2026,
421,500035571829,15/01/2026,
421,500035571830,15/01/2026,
421,500035571831,15/01/2026,
421,500035571832,15/01/2026,
421,500035571833,15/01/2026,
421,500035571834,15/01/2026,
421,500035571835,15/01/2026,
421,500035571836,15/01/2026,
421,500035571837,15/01/2026,
421,500035571817,15/01/2026,
421,500035571818,15/01/2026,
421,500035571819,15/01/2026,
421,500035571820,15/01/2026,
421,500035571821,15/01/2026,
421,500035571822,15/01/2026,
421,500035571826,15/01/2026,
421,500035571827,15/01/2026,
421,500035571828,15/01/2026,
421,500035571814,15/01/2026,
421,500035571815,15/01/2026,
421,500035571816,15/01/2026,
421,500035571823,15/01/2026,
421,500035571824,15/01/2026,
421,500035571825,15/01/2026,
421,500035571799,15/01/2026,
421,500035571800,15/01/2026,
421,500035571801,15/01/2026,
421,500035571811,15/01/2026,
421,500035571812,15/01/2026,
421,500035571813,15/01/2026,
421,500035571802,15/01/2026,
