Buying Group ID,PO Number,ASN Handover Date,OVERRIDE IND
421,500035571402,15/01/2026,
421,500035571415,15/01/2026,
421,500035571416,15/01/2026,
421,500035571417,15/01/2026,
421,500035571397,15/01/2026,
421,500035571398,15/01/2026,
421,500035571399,15/01/2026,
421,500035571403,15/01/2026,
421,500035571404,15/01/2026,
421,500035571405,15/01/2026,
421,500035571394,15/01/2026,
421,500035571395,15/01/2026,
421,500035571396,15/01/2026,
421,500035571391,15/01/2026,
421,500035571392,15/01/2026,
421,500035571393,15/01/2026,
421,500035571388,15/01/2026,
421,500035571389,15/01/2026,
421,500035571390,15/01/2026,
421,500035571382,15/01/2026,
421,500035571383,15/01/2026,
421,500035571384,15/01/2026,
421,500035571385,15/01/2026,
421,500035571386,15/01/2026,
421,500035571387,15/01/2026,
421,500035571379,15/01/2026,
421,500035571380,15/01/2026,
421,500035571381,15/01/2026,
421,500035571376,15/01/2026,
421,500035571377,15/01/2026,
421,500035571378,15/01/2026,
421,500035571373,15/01/2026,
421,500035571374,15/01/2026,
421,500035571375,15/01/2026,
421,500035571361,15/01/2026,
421,500035571362,15/01/2026,
421,500035571363,15/01/2026,
421,500035571367,15/01/2026,
421,500035571368,15/01/2026,
421,500035571369,15/01/2026,
421,500035571370,15/01/2026,
421,500035571371,15/01/2026,
421,500035571372,15/01/2026,
421,500035571364,15/01/2026,
421,500035571365,15/01/2026,
421,500035571366,15/01/2026,
421,500035571358,15/01/2026,
421,500035571359,15/01/2026,
421,500035571360,15/01/2026,
421,500035571340,15/01/2026,
421,500035571341,15/01/2026,
421,500035571342,15/01/2026,
421,500035571343,15/01/2026,
421,500035571344,15/01/2026,
421,500035571345,15/01/2026,
421,500035571346,15/01/2026,
421,500035571347,15/01/2026,
421,500035571348,15/01/2026,
421,500035571352,15/01/2026,
421,500035571353,15/01/2026,
421,500035571354,15/01/2026,
421,500035571355,15/01/2026,
421,500035571356,15/01/2026,
421,500035571357,15/01/2026,
421,500035571328,15/01/2026,
421,500035571329,15/01/2026,
421,500035571330,15/01/2026,
421,500035571325,15/01/2026,
421,500035571326,15/01/2026,
421,500035571327,15/01/2026,
421,500035571322,15/01/2026,
421,500035571323,15/01/2026,
421,500035571324,15/01/2026,
421,500035571349,15/01/2026,
421,500035571350,15/01/2026,
421,500035571351,15/01/2026,
421,500035571316,15/01/2026,
421,500035571317,15/01/2026,
421,500035571318,15/01/2026,
421,500035571331,15/01/2026,
421,500035571332,15/01/2026,
421,500035571333,15/01/2026,
421,500035571334,15/01/2026,
421,500035571335,15/01/2026,
421,500035571336,15/01/2026,
421,500035571337,15/01/2026,
421,500035571338,15/01/2026,
421,500035571339,15/01/2026,
421,500035571319,15/01/2026,
421,500035571320,15/01/2026,
421,500035571321,15/01/2026,
421,500035571313,15/01/2026,
421,500035571314,15/01/2026,
421,500035571315,15/01/2026,
421,500035571307,15/01/2026,
421,500035571308,15/01/2026,
421,500035571309,15/01/2026,
421,500035571310,15/01/2026,
421,500035571311,15/01/2026,
421,500035571312,15/01/2026,
