Buying Group ID,PO Number,ASN Handover Date,OVERRIDE IND
421,500035571298,15/01/2026,
421,500035571299,15/01/2026,
421,500035571300,15/01/2026,
421,500035571304,15/01/2026,
421,500035571305,15/01/2026,
421,500035571306,15/01/2026,
421,500035571295,15/01/2026,
421,500035571296,15/01/2026,
421,500035571297,15/01/2026,
421,500035571301,15/01/2026,
421,500035571302,15/01/2026,
421,500035571303,15/01/2026,
421,500035571292,15/01/2026,
421,500035571293,15/01/2026,
421,500035571294,15/01/2026,
421,500035571286,15/01/2026,
421,500035571287,15/01/2026,
421,500035571288,15/01/2026,
421,500035571289,15/01/2026,
421,500035571290,15/01/2026,
421,500035571291,15/01/2026,
421,500035571274,15/01/2026,
421,500035571275,15/01/2026,
421,500035571276,15/01/2026,
421,500035571277,15/01/2026,
421,500035571278,15/01/2026,
421,500035571279,15/01/2026,
421,500035571280,15/01/2026,
421,500035571281,15/01/2026,
421,500035571282,15/01/2026,
421,500035571268,15/01/2026,
421,500035571269,15/01/2026,
421,500035571270,15/01/2026,
421,500035571283,15/01/2026,
421,500035571284,15/01/2026,
421,500035571285,15/01/2026,
421,500035571271,15/01/2026,
421,500035571272,15/01/2026,
421,500035571273,15/01/2026,
421,500035571265,15/01/2026,
421,500035571266,15/01/2026,
421,500035571267,15/01/2026,
421,500035571256,15/01/2026,
421,500035571257,15/01/2026,
421,500035571258,15/01/2026,
421,500035571259,15/01/2026,
421,500035571260,15/01/2026,
421,500035571261,15/01/2026,
421,500035571262,15/01/2026,
421,500035571263,15/01/2026,
421,500035571264,15/01/2026,
421,500035571250,15/01/2026,
421,500035571251,15/01/2026,
421,500035571252,15/01/2026,
421,500035571247,15/01/2026,
421,500035571248,15/01/2026,
421,500035571249,15/01/2026,
421,500035571253,15/01/2026,
421,500035571254,15/01/2026,
421,500035571255,15/01/2026,
421,500035571241,15/01/2026,
421,500035571242,15/01/2026,
421,500035571243,15/01/2026,
421,500035571238,15/01/2026,
421,500035571239,15/01/2026,
421,500035571240,15/01/2026,
421,500035571244,15/01/2026,
421,500035571245,15/01/2026,
421,500035571246,15/01/2026,
421,500035571235,15/01/2026,
421,500035571236,15/01/2026,
421,500035571237,15/01/2026,
421,500035571229,15/01/2026,
421,500035571230,15/01/2026,
421,500035571231,15/01/2026,
421,500035571223,15/01/2026,
421,500035571224,15/01/2026,
421,500035571225,15/01/2026,
421,500035571232,15/01/2026,
421,500035571233,15/01/2026,
421,500035571234,15/01/2026,
421,500035571217,15/01/2026,
421,500035571218,15/01/2026,
421,500035571219,15/01/2026,
421,500035571226,15/01/2026,
421,500035571227,15/01/2026,
421,500035571228,15/01/2026,
421,500035571202,15/01/2026,
421,500035571203,15/01/2026,
421,500035571204,15/01/2026,
421,500035571205,15/01/2026,
421,500035571206,15/01/2026,
421,500035571207,15/01/2026,
421,500035571220,15/01/2026,
421,500035571221,15/01/2026,
421,500035571222,15/01/2026,
421,500035571199,15/01/2026,
421,500035571200,15/01/2026,
421,500035571201,15/01/2026,
421,500035571214,15/01/2026,
