Buying Group ID,PO Number,ASN Handover Date,OVERRIDE IND
421,500035571803,15/01/2026,
421,500035571804,15/01/2026,
421,500035571808,15/01/2026,
421,500035571809,15/01/2026,
421,500035571810,15/01/2026,
421,500035571796,15/01/2026,
421,500035571797,15/01/2026,
421,500035571798,15/01/2026,
421,500035571805,15/01/2026,
421,500035571806,15/01/2026,
421,500035571807,15/01/2026,
421,500035571784,15/01/2026,
421,500035571785,15/01/2026,
421,500035571786,15/01/2026,
421,500035571793,15/01/2026,
421,500035571794,15/01/2026,
421,500035571795,15/01/2026,
421,500035571790,15/01/2026,
421,500035571791,15/01/2026,
421,500035571792,15/01/2026,
421,500035571787,15/01/2026,
421,500035571788,15/01/2026,
421,500035571789,15/01/2026,
421,500035571775,15/01/2026,
421,500035571776,15/01/2026,
421,500035571777,15/01/2026,
421,500035571781,15/01/2026,
421,500035571782,15/01/2026,
421,500035571783,15/01/2026,
421,500035571778,15/01/2026,
421,500035571779,15/01/2026,
421,500035571780,15/01/2026,
421,500035571772,15/01/2026,
421,500035571773,15/01/2026,
421,500035571774,15/01/2026,
421,500035571769,15/01/2026,
421,500035571770,15/01/2026,
421,500035571771,15/01/2026,
421,500035571766,15/01/2026,
421,500035571767,15/01/2026,
421,500035571768,15/01/2026,
421,500035571763,15/01/2026,
421,500035571764,15/01/2026,
421,500035571765,15/01/2026,
421,500035571760,15/01/2026,
421,500035571761,15/01/2026,
421,500035571762,15/01/2026,
421,500035571751,15/01/2026,
421,500035571752,15/01/2026,
421,500035571753,15/01/2026,
421,500035571736,15/01/2026,
421,500035571737,15/01/2026,
421,500035571738,15/01/2026,
421,500035571748,15/01/2026,
421,500035571749,15/01/2026,
421,500035571750,15/01/2026,
421,500035571754,15/01/2026,
421,500035571755,15/01/2026,
421,500035571756,15/01/2026,
421,500035571757,15/01/2026,
421,500035571758,15/01/2026,
421,500035571759,15/01/2026,
421,500035571739,15/01/2026,
421,500035571740,15/01/2026,
421,500035571741,15/01/2026,
421,500035571745,15/01/2026,
421,500035571746,15/01/2026,
421,500035571747,15/01/2026,
421,500035571730,15/01/2026,
421,500035571731,15/01/2026,
421,500035571732,15/01/2026,
421,500035571742,15/01/2026,
421,500035571743,15/01/2026,
421,500035571744,15/01/2026,
421,500035571727,15/01/2026,
421,500035571728,15/01/2026,
421,500035571729,15/01/2026,
421,500035571735,15/01/2026,
421,500035571733,15/01/2026,
421,500035571734,15/01/2026,
421,500035571724,15/01/2026,
421,500035571725,15/01/2026,
421,500035571726,15/01/2026,
421,500035571715,15/01/2026,
421,500035571716,15/01/2026,
421,500035571717,15/01/2026,
421,500035571721,15/01/2026,
421,500035571722,15/01/2026,
421,500035571723,15/01/2026,
421,500035571709,15/01/2026,
421,500035571710,15/01/2026,
421,500035571711,15/01/2026,
421,500035571718,15/01/2026,
421,500035571719,15/01/2026,
421,500035571720,15/01/2026,
421,500035571712,15/01/2026,
421,500035571713,15/01/2026,
421,500035571714,15/01/2026,
421,500035571703,15/01/2026,
421,500035571704,15/01/2026,
