Buying Group ID,PO Number,ASN Handover Date,OVERRIDE IND
421,500035571601,15/01/2026,
421,500035571602,15/01/2026,
421,500035571603,15/01/2026,
421,500035571607,15/01/2026,
421,500035571608,15/01/2026,
421,500035571609,15/01/2026,
421,500035571598,15/01/2026,
421,500035571599,15/01/2026,
421,500035571600,15/01/2026,
421,500035571592,15/01/2026,
421,500035571593,15/01/2026,
421,500035571594,15/01/2026,
421,500035571595,15/01/2026,
421,500035571596,15/01/2026,
421,500035571597,15/01/2026,
421,500035571589,15/01/2026,
421,500035571590,15/01/2026,
421,500035571591,15/01/2026,
421,500035571583,15/01/2026,
421,500035571584,15/01/2026,
421,500035571585,15/01/2026,
421,500035571586,15/01/2026,
421,500035571587,15/01/2026,
421,500035571588,15/01/2026,
421,500035571574,15/01/2026,
421,500035571575,15/01/2026,
421,500035571576,15/01/2026,
421,500035571580,15/01/2026,
421,500035571581,15/01/2026,
421,500035571582,15/01/2026,
421,500035571577,15/01/2026,
421,500035571578,15/01/2026,
421,500035571579,15/01/2026,
421,500035571571,15/01/2026,
421,500035571572,15/01/2026,
421,500035571573,15/01/2026,
421,500035571559,15/01/2026,
421,500035571560,15/01/2026,
421,500035571561,15/01/2026,
421,500035571562,15/01/2026,
421,500035571563,15/01/2026,
421,500035571564,15/01/2026,
421,500035571568,15/01/2026,
421,500035571569,15/01/2026,
421,500035571570,15/01/2026,
421,500035571565,15/01/2026,
421,500035571566,15/01/2026,
421,500035571567,15/01/2026,
421,500035571553,15/01/2026,
421,500035571554,15/01/2026,
421,500035571555,15/01/2026,
421,500035571556,15/01/2026,
421,500035571557,15/01/2026,
421,500035571558,15/01/2026,
421,500035571547,15/01/2026,
421,500035571548,15/01/2026,
421,500035571549,15/01/2026,
421,500035571550,15/01/2026,
421,500035571551,15/01/2026,
421,500035571552,15/01/2026,
421,500035571538,15/01/2026,
421,500035571539,15/01/2026,
421,500035571540,15/01/2026,
421,500035571532,15/01/2026,
421,500035571533,15/01/2026,
421,500035571534,15/01/2026,
421,500035571535,15/01/2026,
421,500035571536,15/01/2026,
421,500035571537,15/01/2026,
421,500035571544,15/01/2026,
421,500035571545,15/01/2026,
421,500035571546,15/01/2026,
421,500035571541,15/01/2026,
421,500035571542,15/01/2026,
421,500035571543,15/01/2026,
421,500035571520,15/01/2026,
421,500035571521,15/01/2026,
421,500035571522,15/01/2026,
421,500035571523,15/01/2026,
421,500035571524,15/01/2026,
421,500035571525,15/01/2026,
421,500035571529,15/01/2026,
421,500035571530,15/01/2026,
421,500035571531,15/01/2026,
421,500035571517,15/01/2026,
421,500035571518,15/01/2026,
421,500035571519,15/01/2026,
421,500035571526,15/01/2026,
421,500035571527,15/01/2026,
421,500035571528,15/01/2026,
421,500035571514,15/01/2026,
421,500035571515,15/01/2026,
421,500035571516,15/01/2026,
421,500035571502,15/01/2026,
421,500035571503,15/01/2026,
421,500035571504,15/01/2026,
421,500035571505,15/01/2026,
421,500035571506,15/01/2026,
421,500035571507,15/01/2026,
421,500035571511,15/01/2026,
