Buying Group ID,PO Number,ASN Handover Date,OVERRIDE IND
421,500035571512,15/01/2026,
421,500035571513,15/01/2026,
421,500035571508,15/01/2026,
421,500035571509,15/01/2026,
421,500035571510,15/01/2026,
421,500035571496,15/01/2026,
421,500035571497,15/01/2026,
421,500035571498,15/01/2026,
421,500035571499,15/01/2026,
421,500035571500,15/01/2026,
421,500035571501,15/01/2026,
421,500035571493,15/01/2026,
421,500035571494,15/01/2026,
421,500035571495,15/01/2026,
421,500035571487,15/01/2026,
421,500035571488,15/01/2026,
421,500035571489,15/01/2026,
421,500035571490,15/01/2026,
421,500035571491,15/01/2026,
421,500035571492,15/01/2026,
421,500035571478,15/01/2026,
421,500035571479,15/01/2026,
421,500035571480,15/01/2026,
421,500035571484,15/01/2026,
421,500035571485,15/01/2026,
421,500035571486,15/01/2026,
421,500035571475,15/01/2026,
421,500035571476,15/01/2026,
421,500035571477,15/01/2026,
421,500035571472,15/01/2026,
421,500035571473,15/01/2026,
421,500035571474,15/01/2026,
421,500035571481,15/01/2026,
421,500035571482,15/01/2026,
421,500035571483,15/01/2026,
421,500035571463,15/01/2026,
421,500035571464,15/01/2026,
421,500035571465,15/01/2026,
421,500035571466,15/01/2026,
421,500035571467,15/01/2026,
421,500035571468,15/01/2026,
421,500035571469,15/01/2026,
421,500035571470,15/01/2026,
421,500035571471,15/01/2026,
421,500035571457,15/01/2026,
421,500035571458,15/01/2026,
421,500035571459,15/01/2026,
421,500035571451,15/01/2026,
421,500035571452,15/01/2026,
421,500035571453,15/01/2026,
421,500035571460,15/01/2026,
421,500035571461,15/01/2026,
421,500035571462,15/01/2026,
421,500035571448,15/01/2026,
421,500035571449,15/01/2026,
421,500035571450,15/01/2026,
421,500035571454,15/01/2026,
421,500035571455,15/01/2026,
421,500035571456,15/01/2026,
421,500035571439,15/01/2026,
421,500035571440,15/01/2026,
421,500035571441,15/01/2026,
421,500035571436,15/01/2026,
421,500035571437,15/01/2026,
421,500035571438,15/01/2026,
421,500035571445,15/01/2026,
421,500035571446,15/01/2026,
421,500035571447,15/01/2026,
421,500035571430,15/01/2026,
421,500035571431,15/01/2026,
421,500035571432,15/01/2026,
421,500035571442,15/01/2026,
421,500035571443,15/01/2026,
421,500035571444,15/01/2026,
421,500035571424,15/01/2026,
421,500035571425,15/01/2026,
421,500035571426,15/01/2026,
421,500035571433,15/01/2026,
421,500035571434,15/01/2026,
421,500035571435,15/01/2026,
421,500035571418,15/01/2026,
421,500035571419,15/01/2026,
421,500035571420,15/01/2026,
421,500035571427,15/01/2026,
421,500035571428,15/01/2026,
421,500035571429,15/01/2026,
421,500035571421,15/01/2026,
421,500035571422,15/01/2026,
421,500035571423,15/01/2026,
421,500035571406,15/01/2026,
421,500035571407,15/01/2026,
421,500035571408,15/01/2026,
421,500035571409,15/01/2026,
421,500035571410,15/01/2026,
421,500035571411,15/01/2026,
421,500035571412,15/01/2026,
421,500035571413,15/01/2026,
421,500035571414,15/01/2026,
421,500035571400,15/01/2026,
421,500035571401,15/01/2026,
