Action Type,Option ID,Location Type,Location ID,On-Query Reason Code
ADD,100018029,Parent Warehouse,FC01,15
ADD,100018030,Parent Warehouse,FC01,15
ADD,100018032,Parent Warehouse,FC01,15
ADD,100018039,Parent Warehouse,FC01,15
ADD,100018041,Parent Warehouse,FC01,15
ADD,100018042,Parent Warehouse,FC01,15
ADD,100018048,Parent Warehouse,FC01,15
ADD,100018058,Parent Warehouse,FC01,15
ADD,100018061,Parent Warehouse,FC01,15
ADD,100018062,Parent Warehouse,FC01,15
ADD,100018063,Parent Warehouse,FC01,15
ADD,100018064,Parent Warehouse,FC01,15
ADD,100018065,Parent Warehouse,FC01,15
ADD,100018066,Parent Warehouse,FC01,15
ADD,100018069,Parent Warehouse,FC01,15
ADD,100018070,Parent Warehouse,FC01,15
ADD,100018071,Parent Warehouse,FC01,15
ADD,100018079,Parent Warehouse,FC01,15
ADD,100018080,Parent Warehouse,FC01,15
ADD,100018083,Parent Warehouse,FC01,15
ADD,100018084,Parent Warehouse,FC01,15
ADD,100018085,Parent Warehouse,FC01,15
ADD,100018086,Parent Warehouse,FC01,15
ADD,100018087,Parent Warehouse,FC01,15
ADD,100018088,Parent Warehouse,FC01,15
ADD,100018090,Parent Warehouse,FC01,15
ADD,100018092,Parent Warehouse,FC01,15
ADD,100018094,Parent Warehouse,FC01,15
ADD,100018096,Parent Warehouse,FC01,15
ADD,100018097,Parent Warehouse,FC01,15
ADD,100018098,Parent Warehouse,FC01,15
ADD,100018099,Parent Warehouse,FC01,15
ADD,100018102,Parent Warehouse,FC01,15
ADD,100018103,Parent Warehouse,FC01,15
ADD,100018104,Parent Warehouse,FC01,15
ADD,100018105,Parent Warehouse,FC01,15
ADD,100018106,Parent Warehouse,FC01,15
ADD,100018107,Parent Warehouse,FC01,15
ADD,100018108,Parent Warehouse,FC01,15
ADD,100018109,Parent Warehouse,FC01,15
ADD,100018111,Parent Warehouse,FC01,15
ADD,100018112,Parent Warehouse,FC01,15
ADD,100018113,Parent Warehouse,FC01,15
ADD,100018114,Parent Warehouse,FC01,15
ADD,100018116,Parent Warehouse,FC01,15
ADD,100018117,Parent Warehouse,FC01,15
ADD,100018119,Parent Warehouse,FC01,15
ADD,100018123,Parent Warehouse,FC01,15
ADD,100018124,Parent Warehouse,FC01,15
ADD,100018125,Parent Warehouse,FC01,15
ADD,100018127,Parent Warehouse,FC01,15
ADD,100018128,Parent Warehouse,FC01,15
ADD,100018130,Parent Warehouse,FC01,15
ADD,100018131,Parent Warehouse,FC01,15
ADD,100018132,Parent Warehouse,FC01,15
ADD,100018133,Parent Warehouse,FC01,15
ADD,100018139,Parent Warehouse,FC01,15
ADD,100018141,Parent Warehouse,FC01,15
ADD,100018142,Parent Warehouse,FC01,15
ADD,100018144,Parent Warehouse,FC01,15
ADD,100018145,Parent Warehouse,FC01,15
ADD,100018146,Parent Warehouse,FC01,15
ADD,100018148,Parent Warehouse,FC01,15
ADD,100018149,Parent Warehouse,FC01,15
ADD,100018152,Parent Warehouse,FC01,15
ADD,100018153,Parent Warehouse,FC01,15
ADD,100018154,Parent Warehouse,FC01,15
ADD,100018157,Parent Warehouse,FC01,15
ADD,100018158,Parent Warehouse,FC01,15
ADD,100018159,Parent Warehouse,FC01,15
ADD,100018160,Parent Warehouse,FC01,15
ADD,100018162,Parent Warehouse,FC01,15
ADD,100018167,Parent Warehouse,FC01,15
ADD,100018169,Parent Warehouse,FC01,15
ADD,100018170,Parent Warehouse,FC01,15
ADD,100018172,Parent Warehouse,FC01,15
ADD,100018173,Parent Warehouse,FC01,15
ADD,100018175,Parent Warehouse,FC01,15
ADD,100018178,Parent Warehouse,FC01,15
ADD,100018184,Parent Warehouse,FC01,15
ADD,100018185,Parent Warehouse,FC01,15
ADD,100018187,Parent Warehouse,FC01,15
ADD,100018188,Parent Warehouse,FC01,15
ADD,100018191,Parent Warehouse,FC01,15
ADD,100018193,Parent Warehouse,FC01,15
ADD,100018194,Parent Warehouse,FC01,15
ADD,100018195,Parent Warehouse,FC01,15
ADD,100018197,Parent Warehouse,FC01,15
ADD,100018202,Parent Warehouse,FC01,15
ADD,100018214,Parent Warehouse,FC01,15
ADD,100018215,Parent Warehouse,FC01,15
ADD,100018216,Parent Warehouse,FC01,15
ADD,100018221,Parent Warehouse,FC01,15
ADD,100018224,Parent Warehouse,FC01,15
ADD,100018228,Parent Warehouse,FC01,15
ADD,100018233,Parent Warehouse,FC01,15
ADD,100018244,Parent Warehouse,FC01,15
ADD,100018246,Parent Warehouse,FC01,15
ADD,100018247,Parent Warehouse,FC01,15
ADD,100018248,Parent Warehouse,FC01,15
ADD,100018250,Parent Warehouse,FC01,15
ADD,100018260,Parent Warehouse,FC01,15
ADD,100018263,Parent Warehouse,FC01,15
ADD,100018264,Parent Warehouse,FC01,15
ADD,100018273,Parent Warehouse,FC01,15
ADD,100018286,Parent Warehouse,FC01,15
ADD,100018292,Parent Warehouse,FC01,15
ADD,100018305,Parent Warehouse,FC01,15
ADD,100018330,Parent Warehouse,FC01,15
ADD,100018331,Parent Warehouse,FC01,15
ADD,100018357,Parent Warehouse,FC01,15
ADD,100018373,Parent Warehouse,FC01,15
ADD,100018398,Parent Warehouse,FC01,15
ADD,100018404,Parent Warehouse,FC01,15
ADD,100018416,Parent Warehouse,FC01,15
ADD,100018425,Parent Warehouse,FC01,15
ADD,100018426,Parent Warehouse,FC01,15
ADD,100018429,Parent Warehouse,FC01,15
ADD,100018447,Parent Warehouse,FC01,15
ADD,100018466,Parent Warehouse,FC01,15
ADD,100018481,Parent Warehouse,FC01,15
ADD,100018513,Parent Warehouse,FC01,15
ADD,100018528,Parent Warehouse,FC01,15
ADD,100018534,Parent Warehouse,FC01,15
ADD,100018540,Parent Warehouse,FC01,15
ADD,100018552,Parent Warehouse,FC01,15
ADD,100018558,Parent Warehouse,FC01,15
ADD,100018563,Parent Warehouse,FC01,15
ADD,100018564,Parent Warehouse,FC01,15
ADD,100018565,Parent Warehouse,FC01,15
ADD,100018567,Parent Warehouse,FC01,15
ADD,100018569,Parent Warehouse,FC01,15
ADD,100018578,Parent Warehouse,FC01,15
ADD,100018613,Parent Warehouse,FC01,15
ADD,100018624,Parent Warehouse,FC01,15
ADD,100018626,Parent Warehouse,FC01,15
ADD,100018629,Parent Warehouse,FC01,15
ADD,100018632,Parent Warehouse,FC01,15
ADD,100018633,Parent Warehouse,FC01,15
ADD,100018640,Parent Warehouse,FC01,15
ADD,100018644,Parent Warehouse,FC01,15
ADD,100018645,Parent Warehouse,FC01,15
ADD,100018647,Parent Warehouse,FC01,15
ADD,100018650,Parent Warehouse,FC01,15
ADD,100018657,Parent Warehouse,FC01,15
ADD,100018661,Parent Warehouse,FC01,15
ADD,100018663,Parent Warehouse,FC01,15
ADD,100018665,Parent Warehouse,FC01,15
ADD,100018674,Parent Warehouse,FC01,15
ADD,100018688,Parent Warehouse,FC01,15
ADD,100018719,Parent Warehouse,FC01,15
ADD,100018722,Parent Warehouse,FC01,15
ADD,100018727,Parent Warehouse,FC01,15
ADD,100018728,Parent Warehouse,FC01,15
ADD,100018732,Parent Warehouse,FC01,15
ADD,100018734,Parent Warehouse,FC01,15
ADD,100018735,Parent Warehouse,FC01,15
ADD,100018737,Parent Warehouse,FC01,15
ADD,100018740,Parent Warehouse,FC01,15
ADD,100018742,Parent Warehouse,FC01,15
ADD,100018746,Parent Warehouse,FC01,15
ADD,100018750,Parent Warehouse,FC01,15
ADD,100018761,Parent Warehouse,FC01,15
ADD,100018769,Parent Warehouse,FC01,15
ADD,100018776,Parent Warehouse,FC01,15
ADD,100018781,Parent Warehouse,FC01,15
ADD,100018826,Parent Warehouse,FC01,15
ADD,100018836,Parent Warehouse,FC01,15
ADD,100018844,Parent Warehouse,FC01,15
ADD,100018871,Parent Warehouse,FC01,15
ADD,100018874,Parent Warehouse,FC01,15
ADD,100018875,Parent Warehouse,FC01,15
ADD,100018876,Parent Warehouse,FC01,15
ADD,100018881,Parent Warehouse,FC01,15
ADD,100018882,Parent Warehouse,FC01,15
ADD,100018884,Parent Warehouse,FC01,15
ADD,100018886,Parent Warehouse,FC01,15
ADD,100018889,Parent Warehouse,FC01,15
ADD,100018891,Parent Warehouse,FC01,15
ADD,100018916,Parent Warehouse,FC01,15
ADD,100018917,Parent Warehouse,FC01,15
ADD,100018918,Parent Warehouse,FC01,15
ADD,100018925,Parent Warehouse,FC01,15
ADD,100018927,Parent Warehouse,FC01,15
ADD,100018928,Parent Warehouse,FC01,15
ADD,100018930,Parent Warehouse,FC01,15
ADD,100018952,Parent Warehouse,FC01,15
ADD,100018957,Parent Warehouse,FC01,15
ADD,100018982,Parent Warehouse,FC01,15
ADD,100018983,Parent Warehouse,FC01,15
ADD,100019055,Parent Warehouse,FC01,15
ADD,100019057,Parent Warehouse,FC01,15
ADD,100019061,Parent Warehouse,FC01,15
ADD,100019070,Parent Warehouse,FC01,15
ADD,100019074,Parent Warehouse,FC01,15
ADD,100019075,Parent Warehouse,FC01,15
