Option ID,Care Label
100014042,2
100014043,2
100014044,2
100014045,2
100014046,2
100014047,2
100014048,2
100014049,2
100014050,2
100014051,2
100014052,2
100014053,2
100014055,2
100014056,2
100014058,2
100014059,2
100014060,2
100014061,2
100014062,2
100014063,2
100014064,2
100014066,2
100014068,2
100014071,2
100014072,2
100014073,2
100014074,2
100014075,2
100014077,2
100014078,2
100014080,2
100014082,2
100014083,2
100014085,2
100014086,2
100014089,2
100014090,2
100014093,2
100014094,2
100014097,2
100014098,2
100014100,2
100014103,2
100014106,2
100014108,2
100014109,2
100014110,2
100014114,2
100014115,2
100014116,2
