Option ID,Care Label
100007659,2
100007668,2
100007677,2
100007678,2
100007683,2
100007684,2
100007686,2
100007691,2
100007692,2
100007695,2
100007696,2
100007700,2
100007702,2
100007703,2
100007721,2
100007723,2
100007727,2
100007753,2
100007759,2
100007760,2
100007770,2
100007771,2
100007781,2
100007785,2
100007786,2
100007790,2
100007793,2
100007797,2
100007798,2
100007799,2
100007805,2
100007807,2
100007808,2
100007827,2
100007831,2
100007850,2
100007857,2
100007866,2
100007867,2
100007884,2
100007885,2
100007886,2
100007896,2
100007897,2
100007908,2
100007909,2
100007910,2
100007913,2
100007948,2
100007949,2
