Option ID,Care Label
100007384,2
100007385,2
100007422,2
100007423,2
100007425,2
100007430,2
100007431,2
100007444,2
100007446,2
100007448,2
100007449,2
100007461,2
100007462,2
100007463,2
100007474,2
100007475,2
100007483,2
100007484,2
100007485,2
100007486,2
100007487,2
100007488,2
100007489,2
100007495,2
100007503,2
100007521,2
100007530,2
100007537,2
100007538,2
100007553,2
100007554,2
100007555,2
100007562,2
100007566,2
100007567,2
100007573,2
100007574,2
100007583,2
100007584,2
100007585,2
100007586,2
100007587,2
100007609,2
100007631,2
100007633,2
100007634,2
100007648,2
100007649,2
100007650,2
100007658,2
