Option ID,Care Label
100011265,2
100011282,2
100011283,2
100011284,2
100011285,2
100011286,2
100011287,2
100011293,2
100011295,2
100011296,2
100011297,2
100011299,2
100011311,2
100011337,2
100011339,2
100011349,2
100011359,2
100011362,2
100011377,2
100011394,2
100011399,2
100011403,2
100011404,2
100011417,2
100011429,2
100011439,2
100011445,2
100011456,2
100011473,2
100011474,2
100011486,2
100011488,2
100011490,2
100011491,2
100011507,2
100011524,2
100011525,2
100011527,2
100011528,2
100011540,2
100011542,2
100011696,2
100011904,2
100011938,2
100011955,2
100012000,2
100012018,2
100012044,2
100012080,2
100012095,2
