Option ID,Care Label
100007950,2
100007966,2
100007967,2
100007969,2
100007973,2
100007974,2
100007983,2
100007991,2
100007992,2
100007993,2
100007994,2
100008005,2
100008006,2
100008007,2
100008013,2
100008014,2
100008020,2
100008021,2
100008023,2
100008063,2
100008070,2
100008074,2
100008075,2
100008079,2
100008101,2
100008108,2
100008109,2
100008110,2
100008111,2
100008117,2
100008118,2
100008122,2
100008128,2
100008129,2
100008139,2
100008145,2
100008161,2
100008168,2
100008179,2
100008191,2
100008198,2
100008202,2
100008203,2
100008204,2
100008205,2
100008210,2
100008211,2
100008218,2
100008225,2
100008226,2
