Option ID,Care Label
100014463,2
100014464,2
100014465,2
100014466,2
100014469,2
100014471,2
100014476,2
100014479,2
100014483,2
100014487,2
100014489,2
100014490,2
100014491,2
100014495,2
100014498,2
100014499,2
100014503,2
100014504,2
100014505,2
100014506,2
100014508,2
100014509,2
100014510,2
100014517,2
100014519,2
100014520,2
100014521,2
100014522,2
100014528,2
100014529,2
100014530,2
100014532,2
100014533,2
100014536,2
100014539,2
100014541,2
100014543,2
100014546,2
100014548,2
100014550,2
100014556,2
100014557,2
100014559,2
100014560,2
100014561,2
100014562,2
100014563,2
100014564,2
100014565,2
100014568,2
