Option ID,Care Label
100014117,2
100014118,2
100014119,2
100014120,2
100014123,2
100014127,2
100014128,2
100014130,2
100014134,2
100014135,2
100014136,2
100014137,2
100014138,2
100014139,2
100014141,2
100014144,2
100014145,2
100014148,2
100014152,2
100014154,2
100014155,2
100014159,2
100014161,2
100014162,2
100014163,2
100014165,2
100014166,2
100014167,2
100014170,2
100014171,2
100014172,2
100014173,2
100014174,2
100014180,2
100014183,2
100014184,2
100014187,2
100014188,2
100014194,2
100014196,2
100014197,2
100014199,2
100014200,2
100014201,2
100014203,2
100014205,2
100014206,2
100014207,2
100014218,2
100014220,2
