Option ID,Care Label
100001921,2
100001922,2
100001928,2
100001942,2
100001962,2
100001963,2
100001995,2
100002001,2
100002005,2
100002007,2
100002009,2
100002010,2
100002013,2
100002048,2
100002055,2
100002056,2
100002057,2
100002058,2
100002059,2
100002063,2
100002070,2
100002078,2
100002113,2
100002114,2
100002115,2
100002116,2
100002117,2
100002118,2
100002145,2
100002146,2
100002180,2
100002182,2
100002197,2
100002205,2
100002207,2
100002221,2
100002233,2
100002242,2
100002276,2
100002308,2
100002314,2
100002316,2
100002321,2
100002323,2
100002328,2
100002330,2
100002332,2
100002356,2
100002357,2
100002368,2
