Option ID,Care Label
100014657,2
100014659,2
100014660,2
100014661,2
100014662,2
100014663,2
100014664,2
100014665,2
100014666,2
100014667,2
100014668,2
100014673,2
100014675,2
100014676,2
100014677,2
100014678,2
100014679,2
100014680,2
100014681,2
100014682,2
100014686,2
100014687,2
100014689,2
100014692,2
100014693,2
100014697,2
100014698,2
100014699,2
100014700,2
100014702,2
100014703,2
100014704,2
100014705,2
100014706,2
100014707,2
100014710,2
100014714,2
100014715,2
100014718,2
100014719,2
100014729,2
100014731,2
100014734,2
100014735,2
100014739,2
100014740,2
100014741,2
100014742,2
100014747,2
100014748,2
