Option ID,Care Label
100014866,2
100014871,2
100014873,2
100014874,2
100014875,2
100014877,2
100014880,2
100014881,2
100014882,2
100014884,2
100014886,2
100014887,2
100014888,2
100014890,2
100014892,2
100014893,2
100014895,2
100014897,2
100014898,2
100014899,2
100014900,2
100014903,2
100014904,2
100014905,2
100014906,2
100014911,2
100014912,2
100014913,2
100014914,2
100014915,2
100014916,2
100014917,2
100014918,2
100014919,2
100014920,2
100014925,2
100014926,2
100014928,2
100014930,2
100014931,2
100014934,2
100014935,2
100014936,2
100014937,2
100014945,2
100014946,2
100014947,2
100014948,2
100014949,2
100014950,2
