Option ID,Care Label
100000013,2
100000026,2
100000242,2
100000257,2
100000270,2
100000303,2
100000304,2
100000305,2
100000348,2
100000391,2
100000392,2
100000483,2
100000484,2
100000489,2
100000491,2
100000499,2
100000500,2
100000512,2
100000514,2
100000517,2
100000523,2
100000524,2
100000526,2
100000530,2
100000531,2
100000543,2
100000548,2
100000549,2
100000560,2
100000561,2
100000566,2
100000570,2
100000571,2
100000577,2
100000591,2
100000597,2
100000599,2
100000605,2
100000611,2
100000626,2
100000627,2
100000631,2
100000634,2
100000635,2
100000641,2
100000642,2
100000658,2
100000659,2
100000661,2
100000666,2
