Option ID,Care Label
100004178,2
100004209,2
100004210,2
100004211,2
100004212,2
100004213,2
100004214,2
100004218,2
100004221,2
100004222,2
100004224,2
100004237,2
100004280,2
100004281,2
100004299,2
100004302,2
100004303,2
100004322,2
100004337,2
100004338,2
100004352,2
100004354,2
100004369,2
100004391,2
100004392,2
100004399,2
100004400,2
100004401,2
100004402,2
100004403,2
100004404,2
100004405,2
100004432,2
100004442,2
100004443,2
100004444,2
100004445,2
100004446,2
100004447,2
100004457,2
100004489,2
100004490,2
100004491,2
100004492,2
100004493,2
100004494,2
100004495,2
100004496,2
100004497,2
100004498,2
