Option ID,Care Label
100013535,2
100013536,2
100013538,2
100013539,2
100013540,2
100013541,2
100013542,2
100013543,2
100013545,2
100013547,2
100013551,2
100013553,2
100013555,2
100013556,2
100013557,2
100013559,2
100013560,2
100013561,2
100013562,2
100013563,2
100013564,2
100013565,2
100013566,2
100013567,2
100013568,2
100013570,2
100013572,2
100013573,2
100013574,2
100013575,2
100013578,2
100013579,2
100013580,2
100013581,2
100013582,2
100013584,2
100013588,2
100013590,2
100013595,2
100013596,2
100013597,2
100013598,2
100013601,2
100013603,2
100013605,2
100013606,2
100013607,2
100013610,2
100013611,2
100013612,2
