Option ID,Care Label
100014569,2
100014572,2
100014575,2
100014579,2
100014580,2
100014581,2
100014582,2
100014583,2
100014586,2
100014588,2
100014592,2
100014593,2
100014594,2
100014596,2
100014597,2
100014599,2
100014600,2
100014602,2
100014606,2
100014607,2
100014608,2
100014609,2
100014610,2
100014611,2
100014614,2
100014616,2
100014619,2
100014621,2
100014625,2
100014626,2
100014627,2
100014630,2
100014631,2
100014632,2
100014633,2
100014634,2
100014635,2
100014638,2
100014640,2
100014641,2
100014642,2
100014643,2
100014644,2
100014645,2
100014646,2
100014647,2
100014648,2
100014650,2
100014653,2
100014656,2
