Option ID,Care Label
100013352,2
100013353,2
100013354,2
100013356,2
100013357,2
100013359,2
100013360,2
100013362,2
100013363,2
100013364,2
100013365,2
100013366,2
100013369,2
100013370,2
100013373,2
100013375,2
100013379,2
100013385,2
100013388,2
100013389,2
100013390,2
100013391,2
100013392,2
100013394,2
100013395,2
100013396,2
100013397,2
100013398,2
100013399,2
100013403,2
100013404,2
100013409,2
100013411,2
100013412,2
100013416,2
100013418,2
100013423,2
100013424,2
100013426,2
100013429,2
100013430,2
100013431,2
100013432,2
100013433,2
100013434,2
100013440,2
100013441,2
100013442,2
100013444,2
100013445,2
