Option ID,Care Label
100014757,2
100014765,2
100014766,2
100014768,2
100014770,2
100014771,2
100014773,2
100014776,2
100014777,2
100014778,2
100014784,2
100014785,2
100014786,2
100014790,2
100014795,2
100014799,2
100014803,2
100014805,2
100014807,2
100014809,2
100014811,2
100014813,2
100014814,2
100014815,2
100014816,2
100014818,2
100014822,2
100014823,2
100014826,2
100014827,2
100014828,2
100014829,2
100014830,2
100014831,2
100014836,2
100014838,2
100014840,2
100014841,2
100014842,2
100014845,2
100014846,2
100014851,2
100014852,2
100014853,2
100014854,2
100014855,2
100014856,2
100014862,2
100014864,2
100014865,2
