Option ID,Care Label
100006055,2
100006056,2
100006057,2
100006061,2
100006068,2
100006084,2
100006092,2
100006119,2
100006123,2
100006128,2
100006138,2
100006160,2
100006175,2
100006184,2
100006185,2
100006186,2
100006188,2
100006189,2
100006190,2
100006216,2
100006231,2
100006245,2
100006246,2
100006247,2
100006254,2
100006279,2
100006280,2
100006281,2
100006282,2
100006283,2
100006284,2
100006312,2
100006339,2
100006355,2
100006358,2
100006373,2
100006387,2
100006391,2
100007120,2
100007132,2
100007133,2
100007134,2
100007135,2
100007138,2
100007144,2
100007150,2
100007151,2
100007163,2
100007164,2
100007165,2
