Option ID,Care Label
100008484,2
100008489,2
100008496,2
100008497,2
100008498,2
100008499,2
100008513,2
100008516,2
100008517,2
100008538,2
100008542,2
100008544,2
100008558,2
100008563,2
100008572,2
100008574,2
100008590,2
100008591,2
100008592,2
100008598,2
100008599,2
100008604,2
100008605,2
100008606,2
100008611,2
100008612,2
100008615,2
100008616,2
100008617,2
100008618,2
100008621,2
100008622,2
100008625,2
100008634,2
100008639,2
100008650,2
100008656,2
100008657,2
100008663,2
100008665,2
100008677,2
100008678,2
100008683,2
100008684,2
100008685,2
100008686,2
100008687,2
100008691,2
100008709,2
100008716,2
