Option ID,Care Label
100005481,2
100005515,2
100005518,2
100005526,2
100005544,2
100005545,2
100005549,2
100005557,2
100005558,2
100005589,2
100005597,2
100005598,2
100005600,2
100005602,2
100005603,2
100005604,2
100005605,2
100005631,2
100005632,2
100005633,2
100005642,2
100005656,2
100005699,2
100005700,2
100005709,2
100005720,2
100005768,2
100005770,2
100005782,2
100005783,2
100005807,2
100005810,2
100005813,2
100005838,2
100005840,2
100005883,2
100005916,2
100005917,2
100005919,2
100005980,2
100005981,2
100005982,2
100005983,2
100006003,2
100006004,2
100006007,2
100006029,2
100006035,2
100006040,2
100006054,2
