Option ID,Care Label
100015433,2
100015434,2
100015442,2
100015446,2
100015448,2
100015449,2
100015450,2
100015451,2
100015454,2
100015455,2
100015457,2
100015458,2
100015460,2
100015461,2
100015462,2
100015463,2
100015465,2
100015466,2
100015470,2
100015471,2
100015472,2
100015474,2
100015475,2
100015476,2
100015477,2
100015481,2
100015482,2
100015486,2
100015487,2
100015489,2
100015491,2
100015492,2
100015495,2
100015496,2
100015497,2
100015498,2
100015499,2
100015501,2
100015502,2
100015503,2
100015506,2
100015507,2
100015508,2
100015509,2
100015511,2
100015513,2
100015515,2
100015516,2
100015523,2
100015524,2
