Option ID,Care Label
100015171,2
100015172,2
100015173,2
100015175,2
100015176,2
100015177,2
100015180,2
100015181,2
100015183,2
100015184,2
100015185,2
100015186,2
100015187,2
100015190,2
100015191,2
100015196,2
100015197,2
100015199,2
100015200,2
100015201,2
100015202,2
100015203,2
100015205,2
100015207,2
100015208,2
100015209,2
100015212,2
100015213,2
100015214,2
100015219,2
100015220,2
100015221,2
100015223,2
100015224,2
100015225,2
100015226,2
100015227,2
100015228,2
100015232,2
100015233,2
100015234,2
100015235,2
100015236,2
100015237,2
100015238,2
100015241,2
100015242,2
100015243,2
100015244,2
100015253,2
