Option ID,Care Label
100002372,2
100002380,2
100002381,2
100002413,2
100002414,2
100002415,2
100002417,2
100002418,2
100002419,2
100002420,2
100002437,2
100002468,2
100002500,2
100002513,2
100002514,2
100002542,2
100002543,2
100002545,2
100002553,2
100002556,2
100002564,2
100002601,2
100002612,2
100002613,2
100002615,2
100002616,2
100002617,2
100002666,2
100002667,2
100002668,2
100002669,2
100002674,2
100002683,2
100002721,2
100002722,2
100002723,2
100002724,2
100002725,2
100002728,2
100002731,2
100002738,2
100002756,2
100002823,2
100002847,2
100002848,2
100002851,2
100002861,2
100002871,2
100002875,2
100002895,2
