Option ID,Care Label
100003417,2
100003420,2
100003421,2
100003446,2
100003467,2
100003469,2
100003470,2
100003475,2
100003476,2
100003479,2
100003481,2
100003507,2
100003521,2
100003522,2
100003534,2
100003535,2
100003536,2
100003537,2
100003538,2
100003542,2
100003572,2
100003584,2
100003585,2
100003586,2
100003587,2
100003593,2
100003594,2
100003596,2
100003599,2
100003637,2
100003638,2
100003639,2
100003640,2
100003641,2
100003642,2
100003643,2
100003644,2
100003645,2
100003646,2
100003647,2
100003648,2
100003672,2
100003716,2
100003717,2
100003742,2
100003743,2
100003758,2
100003759,2
100003761,2
100003762,2
