Option ID,Care Label
100004499,2
100004503,2
100004506,2
100004540,2
100004547,2
100004552,2
100004567,2
100004580,2
100004581,2
100004583,2
100004585,2
100004600,2
100004628,2
100004633,2
100004637,2
100004638,2
100004647,2
100004649,2
100004650,2
100004693,2
100004702,2
100004703,2
100004704,2
100004705,2
100004710,2
100004733,2
100004738,2
100004739,2
100004753,2
100004781,2
100004782,2
100004783,2
100004784,2
100004785,2
100004796,2
100004797,2
100004798,2
100004810,2
100004870,2
100004875,2
100004885,2
100004899,2
100004904,2
100004923,2
100004928,2
100004929,2
100004930,2
100004931,2
100004942,2
100004947,2
