Option ID,Care Label
100014222,2
100014224,2
100014225,2
100014226,2
100014227,2
100014228,2
100014229,2
100014230,2
100014231,2
100014232,2
100014233,2
100014234,2
100014235,2
100014236,2
100014237,2
100014238,2
100014239,2
100014240,2
100014241,2
100014242,2
100014243,2
100014244,2
100014245,2
100014248,2
100014250,2
100014251,2
100014255,2
100014256,2
100014259,2
100014261,2
100014262,2
100014264,2
100014265,2
100014267,2
100014268,2
100014269,2
100014270,2
100014271,2
100014277,2
100014282,2
100014285,2
100014286,2
100014287,2
100014288,2
100014289,2
100014294,2
100014298,2
100014299,2
100014301,2
100014302,2
