Option ID,Care Label
100013881,2
100013882,2
100013883,2
100013886,2
100013887,2
100013890,2
100013891,2
100013893,2
100013895,2
100013902,2
100013904,2
100013907,2
100013908,2
100013909,2
100013910,2
100013911,2
100013912,2
100013913,2
100013914,2
100013915,2
100013916,2
100013917,2
100013921,2
100013922,2
100013923,2
100013925,2
100013926,2
100013927,2
100013928,2
100013929,2
100013930,2
100013933,2
100013938,2
100013939,2
100013941,2
100013942,2
100013945,2
100013947,2
100013948,2
100013949,2
100013950,2
100013952,2
100013953,2
100013954,2
100013955,2
100013956,2
100013957,2
100013958,2
100013959,2
100013961,2
