Option ID,Care Label
100002932,2
100002933,2
100002934,2
100002973,2
100002975,2
100002981,2
100003018,2
100003019,2
100003021,2
100003022,2
100003023,2
100003024,2
100003025,2
100003052,2
100003077,2
100003080,2
100003137,2
100003138,2
100003139,2
100003141,2
100003171,2
100003181,2
100003182,2
100003185,2
100003197,2
100003221,2
100003222,2
100003229,2
100003230,2
100003231,2
100003232,2
100003234,2
100003235,2
100003245,2
100003281,2
100003282,2
100003283,2
100003334,2
100003336,2
100003337,2
100003338,2
100003339,2
100003340,2
100003341,2
100003342,2
100003343,2
100003361,2
100003362,2
100003388,2
100003408,2
