Option ID,Care Label
100000976,2
100000978,2
100000986,2
100000994,2
100001016,2
100001033,2
100001034,2
100001035,2
100001055,2
100001075,2
100001076,2
100001077,2
100001079,2
100001083,2
100001084,2
100001086,2
100001103,2
100001107,2
100001108,2
100001110,2
100001111,2
100001116,2
100001118,2
100001119,2
100001125,2
100001126,2
100001137,2
100001139,2
100001140,2
100001144,2
100001163,2
100001164,2
100001177,2
100001181,2
100001193,2
100001194,2
100001201,2
100001202,2
100001208,2
100001221,2
100001233,2
100001236,2
100001253,2
100001254,2
100001258,2
100001259,2
100001265,2
100001278,2
100001279,2
100001280,2
