Option ID,Care Label
100000667,2
100000673,2
100000683,2
100000686,2
100000699,2
100000701,2
100000704,2
100000722,2
100000723,2
100000725,2
100000728,2
100000729,2
100000755,2
100000765,2
100000767,2
100000783,2
100000784,2
100000788,2
100000789,2
100000795,2
100000811,2
100000812,2
100000815,2
100000817,2
100000825,2
100000843,2
100000846,2
100000847,2
100000861,2
100000863,2
100000894,2
100000895,2
100000896,2
100000897,2
100000901,2
100000908,2
100000909,2
100000910,2
100000914,2
100000930,2
100000936,2
100000937,2
100000940,2
100000951,2
100000952,2
100000966,2
100000967,2
100000968,2
100000971,2
100000974,2
