Option ID,Care Label
100001281,2
100001283,2
100001286,2
100001293,2
100001314,2
100001315,2
100001321,2
100001324,2
100001326,2
100001327,2
100001338,2
100001339,2
100001356,2
100001360,2
100001361,2
100001363,2
100001371,2
100001372,2
100001374,2
100001389,2
100001400,2
100001402,2
100001403,2
100001407,2
100001408,2
100001413,2
100001414,2
100001426,2
100001427,2
100001428,2
100001429,2
100001430,2
100001431,2
100001432,2
100001436,2
100001442,2
100001444,2
100001445,2
100001459,2
100001461,2
100001469,2
100001477,2
100001482,2
100001488,2
100001489,2
100001492,2
100001506,2
100001507,2
100001508,2
100001512,2
