Option ID,Care Label
100004972,2
100004977,2
100004978,2
100004980,2
100004984,2
100005023,2
100005024,2
100005035,2
100005042,2
100005047,2
100005083,2
100005084,2
100005085,2
100005086,2
100005087,2
100005088,2
100005102,2
100005116,2
100005175,2
100005210,2
100005227,2
100005229,2
100005230,2
100005233,2
100005244,2
100005275,2
100005285,2
100005286,2
100005287,2
100005288,2
100005289,2
100005290,2
100005291,2
100005292,2
100005293,2
100005294,2
100005333,2
100005337,2
100005347,2
100005404,2
100005405,2
100005406,2
100005408,2
100005409,2
100005410,2
100005414,2
100005415,2
100005416,2
100005449,2
100005457,2
