Option ID,Care Label
100013613,2
100013619,2
100013620,2
100013621,2
100013622,2
100013623,2
100013637,2
100013638,2
100013639,2
100013641,2
100013642,2
100013643,2
100013644,2
100013645,2
100013651,2
100013652,2
100013653,2
100013656,2
100013658,2
100013659,2
100013660,2
100013663,2
100013666,2
100013667,2
100013668,2
100013669,2
100013670,2
100013677,2
100013678,2
100013680,2
100013681,2
100013684,2
100013685,2
100013688,2
100013689,2
100013690,2
100013691,2
100013692,2
100013696,2
100013698,2
100013699,2
100013700,2
100013701,2
100013702,2
100013705,2
100013706,2
100013707,2
100013708,2
100013709,2
100013710,2
