Option ID,Care Label
100008724,2
100008737,2
100008742,2
100008762,2
100008870,2
100008918,2
100008953,2
100009426,2
100009428,2
100009494,2
100009507,2
100009508,2
100009510,2
100009531,2
100009571,2
100009572,2
100009626,2
100009636,2
100009704,2
100009744,2
100009866,2
100009972,2
100010056,2
100010093,2
100010100,2
100010121,2
100010144,2
100010258,2
100010294,2
100010298,2
100010340,2
100010525,2
100010527,2
100010530,2
100010531,2
100010532,2
100010547,2
100010625,2
100010656,2
100010718,2
100010737,2
100010783,2
100010784,2
100010785,2
100010786,2
100010787,2
100010788,2
100010801,2
100010807,2
100010822,2
