ACTION,Option ID,SKU,Brand Size,Barcode Type,Barcode,Primary Ind
New,132401126,132401289,S,EAN13,2200002377973,Y
New,132401128,132401303,S,EAN13,2200002377997,Y
New,132401130,132401317,S,EAN13,2200002378017,Y
New,132401132,132401331,S,EAN13,2200002378031,Y
New,132401133,132401338,S,EAN13,2200002378048,Y
New,132401138,132401373,S,EAN13,2200002378062,Y
New,132401385,132401537,S,EAN13,2200002378086,Y
New,132401388,132401391,S,EAN13,2200002378109,Y
New,132401393,132401398,S,EAN13,2200002378116,Y
New,132401394,132401407,S,EAN13,2200002378123,Y
New,132401572,132401603,S,EAN13,2200002378130,Y
New,132401573,132401607,S,EAN13,2200002378147,Y
New,132401577,132401623,S,EAN13,2200002378154,Y
New,132401580,132401636,S,EAN13,2200002378161,Y
New,132401582,132401645,S,EAN13,2200002378178,Y
New,132401583,132401650,S,EAN13,2200002378185,Y
New,132401661,132401668,S,EAN13,2200002378192,Y
New,132401662,132401701,S,EAN13,2200002378208,Y
New,132401715,132401724,S,EAN13,2200002378215,Y
New,132401716,132401728,S,EAN13,2200002378222,Y
New,132401819,132402029,S,EAN13,2200002378239,Y
New,132401822,132402058,S,EAN13,2200002378246,Y
New,132402483,132402491,S,EAN13,2200002378253,Y
New,132402486,132402517,S,EAN13,2200002378260,Y
New,132402560,132402576,S,EAN13,2200002378277,Y
New,132402564,132402604,S,EAN13,2200002378284,Y
New,132402571,132402646,S,EAN13,2200002378291,Y
New,132402572,132402650,S,EAN13,2200002378307,Y
New,132402573,132402654,S,EAN13,2200002378314,Y
New,132402674,132402710,S,EAN13,2200002378321,Y
New,132404579,132404741,S,EAN13,2200002378338,Y
New,132404580,132404788,S,EAN13,2200002378345,Y
New,132404581,132404795,S,EAN13,2200002378352,Y
New,132404840,132404866,S,EAN13,2200002378369,Y
New,132404841,132404877,S,EAN13,2200002378376,Y
New,132404961,132405011,S,EAN13,2200002378383,Y
New,132404962,132405017,S,EAN13,2200002378390,Y
New,132405086,132405094,S,EAN13,2200002378406,Y
New,132405088,132405106,S,EAN13,2200002378413,Y
New,132405090,132405118,S,EAN13,2200002378420,Y
New,132405128,132405156,S,EAN13,2200002378437,Y
New,132405129,132405163,S,EAN13,2200002378444,Y
New,132405220,132405792,S,EAN13,2200002378451,Y
New,132405223,132405949,S,EAN13,2200002378468,Y
New,132405224,132405457,S,EAN13,2200002378475,Y
New,132405225,132405597,S,EAN13,2200002378482,Y
New,132405226,132405257,S,EAN13,2200002378499,Y
New,132405227,132405654,S,EAN13,2200002378505,Y
New,132405228,132405484,S,EAN13,2200002378512,Y
New,132405229,132405336,S,EAN13,2200002378529,Y
New,132405231,132405926,S,EAN13,2200002378536,Y
New,132405232,132405590,S,EAN13,2200002378543,Y
New,132405233,132405465,S,EAN13,2200002378550,Y
New,132405234,132405612,S,EAN13,2200002378567,Y
New,132405235,132405352,S,EAN13,2200002378574,Y
New,132405650,132405668,S,EAN13,2200002378581,Y
New,132405651,132405743,S,EAN13,2200002378598,Y
New,132405858,132405894,S,EAN13,2200002378604,Y
New,132405859,132405898,S,EAN13,2200002378611,Y
New,132405860,132405902,S,EAN13,2200002378628,Y
New,132405861,132405906,S,EAN13,2200002378635,Y
New,132405862,132405910,S,EAN13,2200002378642,Y
New,132405863,132405914,S,EAN13,2200002378659,Y
New,132405864,132405918,S,EAN13,2200002378666,Y
New,132405865,132405922,S,EAN13,2200002378673,Y
New,132405997,132406163,S,EAN13,2200002378680,Y
New,132406018,132406289,S,EAN13,2200002378703,Y
New,132406034,132406385,S,EAN13,2200002378727,Y
New,132406035,132406391,S,EAN13,2200002378734,Y
New,132406038,132406409,S,EAN13,2200002378758,Y
New,132406641,132406643,S,EAN13,2200002378772,Y
New,132407133,132407203,S,EAN13,2200002378796,Y
New,132407134,132407219,S,EAN13,2200002378802,Y
New,132407225,132407485,S,EAN13,2200002378826,Y
New,132407228,132407402,S,EAN13,2200002378840,Y
New,132408185,132408188,S,EAN13,2200002378864,Y
New,132408246,132408271,S,EAN13,2200002378871,Y
New,132408249,132408342,S,EAN13,2200002378895,Y
New,132408251,132408260,S,EAN13,2200002378918,Y
New,132408252,132408264,S,EAN13,2200002378925,Y
New,132408491,132408508,S,EAN13,2200002378949,Y
New,132408493,132408523,S,EAN13,2200002378963,Y
New,132408499,132408565,S,EAN13,2200002378987,Y
New,132408501,132408579,S,EAN13,2200002378994,Y
New,132408504,132408600,S,EAN13,2200002379014,Y
New,132408849,132408853,S,EAN13,2200002379038,Y
New,132409113,132409195,S,EAN13,2200002379052,Y
New,132409201,132409212,S,EAN13,2200002379069,Y
New,132409248,132415348,S,EAN13,2200002379083,Y
New,132409256,132415374,S,EAN13,2200002379106,Y
New,132409258,132415384,S,EAN13,2200002379120,Y
New,132409259,132415389,S,EAN13,2200002379137,Y
New,132414915,132414935,S,EAN13,2200002379151,Y
New,132414917,132414944,S,EAN13,2200002379175,Y
New,132414921,132414962,S,EAN13,2200002379199,Y
New,132414970,132414973,S,EAN13,2200002379205,Y
New,132415057,132415065,S,EAN13,2200002379229,Y
New,132415403,132416278,S,EAN13,2200002379243,Y
New,132415404,132416578,S,EAN13,2200002379250,Y
New,132415412,132416609,S,EAN13,2200002379274,Y
