ACTION,Option ID,SKU,Brand Size,Barcode Type,Barcode,Primary Ind
New,132806830,132807695,S,EAN13,2200002416474,Y
New,132806831,132807588,S,EAN13,2200002416481,Y
New,132806833,132807558,S,EAN13,2200002416504,Y
New,132806835,132807730,S,EAN13,2200002416528,Y
New,132806836,132807714,S,EAN13,2200002416535,Y
New,132806838,132807532,S,EAN13,2200002416559,Y
New,132806840,132807409,S,EAN13,2200002416573,Y
New,132806842,132807622,S,EAN13,2200002416597,Y
New,132806945,132806948,S,EAN13,2200002416603,Y
New,132807354,132807736,S,EAN13,2200002416627,Y
New,132807357,132807688,S,EAN13,2200002416641,Y
New,132807360,132807643,S,EAN13,2200002416665,Y
New,132807361,132807380,S,EAN13,2200002416672,Y
New,132808248,132808255,S,EAN13,2200002416696,Y
New,132808251,132808277,S,EAN13,2200002416719,Y
New,132808437,132808464,S,EAN13,2200002416733,Y
New,132808438,132808468,S,EAN13,2200002416740,Y
New,132808439,132808472,S,EAN13,2200002416757,Y
New,132808440,132808476,S,EAN13,2200002416764,Y
New,132808441,132808480,S,EAN13,2200002416771,Y
New,132808442,132808484,S,EAN13,2200002416788,Y
New,132808443,132808488,S,EAN13,2200002416795,Y
New,132808444,132808506,S,EAN13,2200002416801,Y
New,132808445,132808510,S,EAN13,2200002416818,Y
New,132808446,132808514,S,EAN13,2200002416825,Y
New,132808447,132808518,S,EAN13,2200002416832,Y
New,132808448,132808522,S,EAN13,2200002416849,Y
New,132808491,132808495,S,EAN13,2200002416856,Y
New,132808492,132808501,S,EAN13,2200002416863,Y
New,132810343,132810348,S,EAN13,2200002416870,Y
New,132810352,132810354,S,EAN13,2200002416887,Y
New,132810432,132811056,S,EAN13,2200002416894,Y
New,132810937,132810940,S,EAN13,2200002416900,Y
New,132811337,132811347,S,EAN13,2200002416917,Y
New,132811391,132811407,S,EAN13,2200002416924,Y
New,132811392,132811415,S,EAN13,2200002416931,Y
New,132811394,132811429,S,EAN13,2200002416948,Y
New,132811395,132811436,S,EAN13,2200002416955,Y
New,132811396,132811444,S,EAN13,2200002416962,Y
New,132811397,132811453,S,EAN13,2200002416979,Y
New,132811398,132811461,S,EAN13,2200002416986,Y
New,132811399,132811468,S,EAN13,2200002416993,Y
New,132811401,132811482,S,EAN13,2200002417006,Y
New,132811557,133190646,S,EAN13,2200002417013,Y
New,132811582,132921886,S,EAN13,2200002417020,Y
New,132812101,132812190,S,EAN13,2200002417037,Y
New,132812115,132812119,S,EAN13,2200002417044,Y
New,132812278,132812315,S,EAN13,2200002417051,Y
New,132812284,132812369,S,EAN13,2200002417068,Y
New,132812289,132812414,S,EAN13,2200002417075,Y
New,132812294,132812452,S,EAN13,2200002417082,Y
New,132812469,132812472,S,EAN13,2200002417099,Y
New,132812484,132812661,S,EAN13,2200002417105,Y
New,132812485,132812668,S,EAN13,2200002417112,Y
New,132812486,132812504,S,EAN13,2200002417129,Y
New,132812487,132812675,S,EAN13,2200002417136,Y
New,132812488,132812511,S,EAN13,2200002417143,Y
New,132812544,132812578,S,EAN13,2200002417150,Y
New,132812548,132812598,S,EAN13,2200002417167,Y
New,132812549,132812604,S,EAN13,2200002417174,Y
New,132812550,132812610,S,EAN13,2200002417181,Y
New,132812551,132812616,S,EAN13,2200002417198,Y
New,132812621,132812639,S,EAN13,2200002417204,Y
New,132816273,132816277,S,EAN13,2200002417211,Y
New,132816274,132816284,S,EAN13,2200002417228,Y
New,132816294,132816332,S,EAN13,2200002417235,Y
New,132816296,132816344,S,EAN13,2200002417242,Y
New,132816298,132816356,S,EAN13,2200002417259,Y
New,132816299,132816362,S,EAN13,2200002417266,Y
New,132816502,132816511,S,EAN13,2200002417273,Y
New,132816605,132816614,S,EAN13,2200002417280,Y
New,132816607,132816735,S,EAN13,2200002417297,Y
New,132816609,132816739,S,EAN13,2200002417303,Y
New,132816849,132816870,S,EAN13,2200002417310,Y
New,132817263,132817278,S,EAN13,2200002417334,Y
New,132817265,132817293,S,EAN13,2200002417358,Y
New,132817301,132817303,S,EAN13,2200002417365,Y
New,132817335,132817341,S,EAN13,2200002417389,Y
New,132819872,132819894,S,EAN13,2200002417402,Y
New,132819874,132819908,S,EAN13,2200002417426,Y
New,132819875,132819915,S,EAN13,2200002417433,Y
New,132819877,132819929,S,EAN13,2200002417457,Y
New,132819879,132819943,S,EAN13,2200002417471,Y
New,132819880,132819950,S,EAN13,2200002417488,Y
New,132819882,132819964,S,EAN13,2200002417501,Y
New,132819884,132819978,S,EAN13,2200002417525,Y
New,132821390,132822439,S,EAN13,2200002417549,Y
New,132821404,132821422,S,EAN13,2200002417556,Y
New,132821434,132821437,S,EAN13,2200002417570,Y
New,132821847,132821850,S,EAN13,2200002417594,Y
New,132821856,132821884,S,EAN13,2200002417617,Y
New,132821857,132821890,S,EAN13,2200002417624,Y
New,132821859,132821902,S,EAN13,2200002417648,Y
New,132821861,132821914,S,EAN13,2200002417662,Y
New,132821863,132821926,S,EAN13,2200002417686,Y
New,132821864,132821932,S,EAN13,2200002417693,Y
New,132821866,132821944,S,EAN13,2200002417716,Y
New,132821868,132821956,S,EAN13,2200002417730,Y
New,132821870,132821968,S,EAN13,2200002417754,Y
New,132821871,132821974,S,EAN13,2200002417761,Y
