ACTION,Option ID,SKU,Brand Size,Barcode Type,Barcode,Primary Ind
New,132574877,132574920,S,EAN13,2200002392716,Y
New,132574878,132574925,S,EAN13,2200002392723,Y
New,132574879,132574930,S,EAN13,2200002392730,Y
New,132574880,132574935,S,EAN13,2200002392747,Y
New,132574881,132574940,S,EAN13,2200002392754,Y
New,132574882,132574945,S,EAN13,2200002392761,Y
New,132574883,132574950,S,EAN13,2200002392778,Y
New,132574961,132574967,S,EAN13,2200002392785,Y
New,132574962,132574972,S,EAN13,2200002392792,Y
New,132574963,132574978,S,EAN13,2200002392808,Y
New,132574964,132574984,S,EAN13,2200002392815,Y
New,132574965,132574990,S,EAN13,2200002392822,Y
New,132575149,132575399,S,EAN13,2200002392839,Y
New,132575157,132575187,S,EAN13,2200002392846,Y
New,132575158,132575192,S,EAN13,2200002392853,Y
New,132575159,132575197,S,EAN13,2200002392860,Y
New,132575160,132575202,S,EAN13,2200002392877,Y
New,132575161,132575207,S,EAN13,2200002392884,Y
New,132575162,132575212,S,EAN13,2200002392891,Y
New,132575169,132575226,S,EAN13,2200002392907,Y
New,132575170,132575231,S,EAN13,2200002392914,Y
New,132575171,132575236,S,EAN13,2200002392921,Y
New,132575172,132575241,S,EAN13,2200002392938,Y
New,132575173,132575246,S,EAN13,2200002392945,Y
New,132575174,132575251,S,EAN13,2200002392952,Y
New,132575175,132575256,S,EAN13,2200002392969,Y
New,132575177,132575261,S,EAN13,2200002392976,Y
New,132575178,132575266,S,EAN13,2200002392983,Y
New,132575608,132575695,S,EAN13,2200002392990,Y
New,132575609,132575700,S,EAN13,2200002393003,Y
New,132575610,132575706,S,EAN13,2200002393010,Y
New,132575611,132575712,S,EAN13,2200002393027,Y
New,132575612,132575718,S,EAN13,2200002393034,Y
New,132575613,132575724,S,EAN13,2200002393041,Y
New,132575614,132575730,S,EAN13,2200002393058,Y
New,132575615,132575736,S,EAN13,2200002393065,Y
New,132575616,132575741,S,EAN13,2200002393072,Y
New,132575617,132575746,S,EAN13,2200002393089,Y
New,132575618,132575751,S,EAN13,2200002393096,Y
New,132575619,132575756,S,EAN13,2200002393102,Y
New,132575620,132575762,S,EAN13,2200002393119,Y
New,132575621,132575767,S,EAN13,2200002393126,Y
New,132575622,132575772,S,EAN13,2200002393133,Y
New,132575623,132575778,S,EAN13,2200002393140,Y
New,132575625,132575789,S,EAN13,2200002393164,Y
New,132575627,132575797,S,EAN13,2200002393188,Y
New,132575628,132575801,S,EAN13,2200002393195,Y
New,132575630,132575809,S,EAN13,2200002393218,Y
New,132575817,132575826,S,EAN13,2200002393232,Y
New,132575820,132575837,S,EAN13,2200002393256,Y
New,132575849,132575864,S,EAN13,2200002393263,Y
New,132575851,132575874,S,EAN13,2200002393287,Y
New,132575853,132575884,S,EAN13,2200002393300,Y
New,132575854,132575890,S,EAN13,2200002393317,Y
New,132575856,132575900,S,EAN13,2200002393331,Y
New,132575858,132575910,S,EAN13,2200002393355,Y
New,132575860,132575922,S,EAN13,2200002393379,Y
New,132575861,132575928,S,EAN13,2200002393386,Y
New,132575863,132575939,S,EAN13,2200002393409,Y
New,132576113,132576149,S,EAN13,2200002393423,Y
New,132576115,132576159,S,EAN13,2200002393447,Y
New,132576116,132576164,S,EAN13,2200002393454,Y
New,132576118,132576174,S,EAN13,2200002393478,Y
New,132576120,132576184,S,EAN13,2200002393492,Y
New,132576122,132576194,S,EAN13,2200002393515,Y
New,132576123,132576199,S,EAN13,2200002393522,Y
New,132576125,132576209,S,EAN13,2200002393546,Y
New,132576127,132576219,S,EAN13,2200002393560,Y
New,132576129,132576229,S,EAN13,2200002393584,Y
New,132576130,132576234,S,EAN13,2200002393591,Y
New,132576132,132576244,S,EAN13,2200002393614,Y
New,132576134,132576254,S,EAN13,2200002393638,Y
New,132576135,132576259,S,EAN13,2200002393645,Y
New,132576137,132576269,S,EAN13,2200002393669,Y
New,132576914,132577065,S,EAN13,2200002393683,Y
New,132576993,132576998,S,EAN13,2200002393706,Y
New,132576994,132577003,S,EAN13,2200002393713,Y
New,132576997,132577014,S,EAN13,2200002393737,Y
New,132577086,132577090,S,EAN13,2200002393751,Y
New,132577485,132577489,S,EAN13,2200002393775,Y
New,132577486,132577495,S,EAN13,2200002393782,Y
New,132577508,132577587,S,EAN13,2200002393805,Y
New,132577511,132577608,S,EAN13,2200002393829,Y
New,132577542,132577820,S,EAN13,2200002393843,Y
New,132577543,132577827,S,EAN13,2200002393850,Y
New,132578293,132578504,S,EAN13,2200002393874,Y
New,132579431,132579806,S,EAN13,2200002393898,Y
New,132579433,132579818,S,EAN13,2200002393911,Y
New,132579434,132579823,S,EAN13,2200002393928,Y
New,132579436,132579833,S,EAN13,2200002393942,Y
New,132579438,132579845,S,EAN13,2200002393966,Y
New,132579440,132579856,S,EAN13,2200002393980,Y
New,132579441,132579861,S,EAN13,2200002393997,Y
New,132579443,132579873,S,EAN13,2200002394017,Y
New,132579445,132579885,S,EAN13,2200002394031,Y
New,132579446,132579891,S,EAN13,2200002394048,Y
New,132579448,132579903,S,EAN13,2200002394062,Y
New,132579450,132579915,S,EAN13,2200002394086,Y
New,132579452,132579924,S,EAN13,2200002394109,Y
New,132579933,132579937,S,EAN13,2200002394116,Y
