ACTION,Option ID,SKU,Brand Size,Barcode Type,Barcode,Primary Ind
New,132023899,132024356,S,EAN13,2200002335225,Y
New,132023902,132024374,S,EAN13,2200002335256,Y
New,132023904,132024386,S,EAN13,2200002335270,Y
New,132023906,132024398,S,EAN13,2200002335294,Y
New,132023909,132024416,S,EAN13,2200002335324,Y
New,132023911,132024428,S,EAN13,2200002335348,Y
New,132023914,132024446,S,EAN13,2200002335379,Y
New,132023916,132024458,S,EAN13,2200002335393,Y
New,132023918,132024470,S,EAN13,2200002335416,Y
New,132023921,132024488,S,EAN13,2200002335447,Y
New,132023923,132024500,S,EAN13,2200002335461,Y
New,132023925,132024512,S,EAN13,2200002335485,Y
New,132023928,132024530,S,EAN13,2200002335515,Y
New,132023930,132024542,S,EAN13,2200002335539,Y
New,132023932,132024554,S,EAN13,2200002335553,Y
New,132023935,132024572,S,EAN13,2200002335584,Y
New,132023937,132024584,S,EAN13,2200002335607,Y
New,132023939,132024596,S,EAN13,2200002335621,Y
New,132023942,132024614,S,EAN13,2200002335652,Y
New,132023944,132024626,S,EAN13,2200002335676,Y
New,132023947,132024644,S,EAN13,2200002335706,Y
New,132023949,132024656,S,EAN13,2200002335720,Y
New,132023951,132024668,S,EAN13,2200002335744,Y
New,132023960,132024722,S,EAN13,2200002335775,Y
New,132023962,132024732,S,EAN13,2200002335799,Y
New,132023964,132024743,S,EAN13,2200002335812,Y
New,132023967,132024761,S,EAN13,2200002335843,Y
New,132023969,132024772,S,EAN13,2200002335867,Y
New,132023986,132024781,S,EAN13,2200002335881,Y
New,132028790,132028832,S,EAN13,2200002335911,Y
New,132028792,132028850,S,EAN13,2200002335935,Y
New,132043795,132043802,S,EAN13,2200002335959,Y
New,132083809,132083971,S,EAN13,2200002336970,Y
New,132083811,132083981,S,EAN13,2200002336994,Y
New,132083814,132083996,S,EAN13,2200002337021,Y
New,132083816,132084006,S,EAN13,2200002337045,Y
New,132083818,132084016,S,EAN13,2200002337069,Y
New,132083821,132084031,S,EAN13,2200002337090,Y
New,132083823,132084041,S,EAN13,2200002337113,Y
New,132083825,132084051,S,EAN13,2200002337137,Y
New,132083828,132084066,S,EAN13,2200002337168,Y
New,132083830,132084076,S,EAN13,2200002337182,Y
New,132496184,132496230,S,EAN13,2200002386302,Y
New,132496187,132496252,S,EAN13,2200002386326,Y
New,132496198,132496328,S,EAN13,2200002386340,Y
New,132496868,132496941,S,EAN13,2200002386371,Y
New,132496870,132496951,S,EAN13,2200002386395,Y
New,132496872,132496961,S,EAN13,2200002386418,Y
New,132496875,132496976,S,EAN13,2200002386449,Y
New,132496877,132496986,S,EAN13,2200002386463,Y
New,132496880,132497001,S,EAN13,2200002386494,Y
New,132496882,132497011,S,EAN13,2200002386517,Y
New,132496884,132497021,S,EAN13,2200002386531,Y
New,132496887,132497036,S,EAN13,2200002386562,Y
New,132496889,132497046,S,EAN13,2200002386586,Y
New,132496891,132497056,S,EAN13,2200002386609,Y
New,132496894,132497071,S,EAN13,2200002386630,Y
New,132496896,132497081,S,EAN13,2200002386654,Y
New,132496898,132497091,S,EAN13,2200002386678,Y
New,132496901,132497106,S,EAN13,2200002386708,Y
New,132496903,132497116,S,EAN13,2200002386722,Y
New,132496905,132497126,S,EAN13,2200002386746,Y
New,132496908,132497141,S,EAN13,2200002386777,Y
New,132496910,132497151,S,EAN13,2200002386791,Y
New,132496913,132497166,S,EAN13,2200002386821,Y
New,132496915,132497176,S,EAN13,2200002386845,Y
New,132496917,132497186,S,EAN13,2200002386869,Y
New,132496920,132497201,S,EAN13,2200002386890,Y
New,132496922,132497211,S,EAN13,2200002386913,Y
New,132497721,132498012,S,EAN13,2200002386937,Y
New,132497828,132498393,S,EAN13,2200002386968,Y
New,132499400,132510187,S,EAN13,2200002386982,Y
New,132504975,132505094,S,EAN13,2200002387002,Y
New,132504981,132505025,S,EAN13,2200002387033,Y
New,132504983,132505040,S,EAN13,2200002387057,Y
New,132504986,132505063,S,EAN13,2200002387071,Y
New,132504989,132505085,S,EAN13,2200002387101,Y
New,132505154,132505175,S,EAN13,2200002387125,Y
New,132505156,132505185,S,EAN13,2200002387149,Y
New,132505159,132505200,S,EAN13,2200002387170,Y
New,132505161,132505210,S,EAN13,2200002387194,Y
New,132505164,132505225,S,EAN13,2200002387224,Y
New,132505166,132505235,S,EAN13,2200002387248,Y
New,132505168,132505245,S,EAN13,2200002387262,Y
New,132509587,132509696,S,EAN13,2200002387293,Y
New,132510377,132510380,S,EAN13,2200002387316,Y
New,132510440,132510460,S,EAN13,2200002387330,Y
New,132512050,132512052,S,EAN13,2200002387361,Y
New,132512118,132512131,S,EAN13,2200002387385,Y
New,132512156,132512181,S,EAN13,2200002387408,Y
New,132512159,132512202,S,EAN13,2200002387439,Y
New,132512161,132512216,S,EAN13,2200002387453,Y
New,132512164,132512237,S,EAN13,2200002387477,Y
New,132512167,132512258,S,EAN13,2200002387507,Y
New,132512169,132512272,S,EAN13,2200002387521,Y
New,132512347,132512772,S,EAN13,2200002387552,Y
New,132513407,132513538,S,EAN13,2200002387576,Y
New,132513409,132513510,S,EAN13,2200002387590,Y
New,132513412,132513522,S,EAN13,2200002387620,Y
New,132513414,132513546,S,EAN13,2200002387644,Y
