ACTION,Option ID,SKU,Brand Size,Barcode Type,Barcode,Primary Ind
New,131784427,131784431,S,EAN13,2200002327206,Y
New,131784455,131784557,S,EAN13,2200002327220,Y
New,131793805,131793837,S,EAN13,2200002327244,Y
New,131793897,131794231,S,EAN13,2200002327251,Y
New,131793899,131794274,S,EAN13,2200002327275,Y
New,131794293,131794299,S,EAN13,2200002327299,Y
New,131794423,131798787,S,EAN13,2200002327312,Y
New,131803803,131804000,S,EAN13,2200002327329,Y
New,131803805,131804012,S,EAN13,2200002327350,Y
New,131803807,131804024,S,EAN13,2200002327381,Y
New,131803809,131804036,S,EAN13,2200002327411,Y
New,131803810,131804042,S,EAN13,2200002327428,Y
New,131803812,131804054,S,EAN13,2200002327459,Y
New,131803814,131804066,S,EAN13,2200002327497,Y
New,131803815,131804072,S,EAN13,2200002327503,Y
New,131803817,131804084,S,EAN13,2200002327558,Y
New,131803819,131804096,S,EAN13,2200002327909,Y
New,131803821,131804108,S,EAN13,2200002327923,Y
New,131803822,131804114,S,EAN13,2200002327930,Y
New,131803824,131804126,S,EAN13,2200002327954,Y
New,131803826,131804138,S,EAN13,2200002327978,Y
New,131803828,131804150,S,EAN13,2200002327992,Y
New,131803829,131804156,S,EAN13,2200002328005,Y
New,131803831,131804168,S,EAN13,2200002328029,Y
New,131803833,131804180,S,EAN13,2200002328043,Y
New,131803835,131804192,S,EAN13,2200002328067,Y
New,131803836,131804198,S,EAN13,2200002328074,Y
New,131803837,131804204,S,EAN13,2200002328081,Y
New,131803838,131804210,S,EAN13,2200002328098,Y
New,131803839,131804216,S,EAN13,2200002328104,Y
New,131803840,131804222,S,EAN13,2200002328111,Y
New,131803841,131804228,S,EAN13,2200002328128,Y
New,131803842,131804234,S,EAN13,2200002328135,Y
New,131803843,131804240,S,EAN13,2200002328142,Y
New,131803844,131804246,S,EAN13,2200002328159,Y
New,131803846,131804258,S,EAN13,2200002328166,Y
New,131803847,131804264,S,EAN13,2200002328173,Y
New,131803848,131804270,S,EAN13,2200002328180,Y
New,131803849,131804276,S,EAN13,2200002328197,Y
New,131803850,131804282,S,EAN13,2200002328203,Y
New,131803851,131804288,S,EAN13,2200002328210,Y
New,131803852,131804294,S,EAN13,2200002328227,Y
New,131803853,131804300,S,EAN13,2200002328234,Y
New,131803854,131804306,S,EAN13,2200002328241,Y
New,131803855,131804312,S,EAN13,2200002328258,Y
New,131803856,131804318,S,EAN13,2200002328265,Y
New,131803857,131804324,S,EAN13,2200002328272,Y
New,131803858,131804330,S,EAN13,2200002328289,Y
New,131803859,131804336,S,EAN13,2200002328296,Y
New,131803860,131804342,S,EAN13,2200002328302,Y
New,131803861,131804348,S,EAN13,2200002328319,Y
New,131803862,131804354,S,EAN13,2200002328326,Y
New,131803863,131804360,S,EAN13,2200002328333,Y
New,131803864,131804366,S,EAN13,2200002328340,Y
New,131803865,131804372,S,EAN13,2200002328357,Y
New,131803866,131804378,S,EAN13,2200002328364,Y
New,131803867,131804384,S,EAN13,2200002328371,Y
New,131803868,131804390,S,EAN13,2200002328388,Y
New,131803869,131804396,S,EAN13,2200002328395,Y
New,131803870,131804402,S,EAN13,2200002328401,Y
New,131803871,131804408,S,EAN13,2200002328418,Y
New,131803872,131804414,S,EAN13,2200002328425,Y
New,131803873,131804420,S,EAN13,2200002328432,Y
New,131803874,131804426,S,EAN13,2200002328449,Y
New,131803875,131804432,S,EAN13,2200002328456,Y
New,131803876,131804438,S,EAN13,2200002328463,Y
New,131803877,131804444,S,EAN13,2200002328470,Y
New,131803878,131804450,S,EAN13,2200002328487,Y
New,131803879,131804456,S,EAN13,2200002328500,Y
New,131803880,131804462,S,EAN13,2200002328517,Y
New,131803881,131804468,S,EAN13,2200002328531,Y
New,131803882,131804474,S,EAN13,2200002328555,Y
New,131803883,131804480,S,EAN13,2200002328579,Y
New,131803884,131804486,S,EAN13,2200002328609,Y
New,131803885,131804492,S,EAN13,2200002328654,Y
New,131803886,131804498,S,EAN13,2200002328678,Y
New,131803887,131804504,S,EAN13,2200002328685,Y
New,131803888,131804510,S,EAN13,2200002328722,Y
New,131803889,131804516,S,EAN13,2200002329910,Y
New,131803890,131804522,S,EAN13,2200002329934,Y
New,131803891,131804528,S,EAN13,2200002329941,Y
New,131803892,131804534,S,EAN13,2200002329958,Y
New,131803893,131804540,S,EAN13,2200002329965,Y
New,131803894,131804546,S,EAN13,2200002329972,Y
New,131803896,131804558,S,EAN13,2200002329996,Y
New,131803898,131804570,S,EAN13,2200002330015,Y
New,131803899,131804576,S,EAN13,2200002330022,Y
New,131803901,131804588,S,EAN13,2200002330046,Y
New,131803903,131804600,S,EAN13,2200002330060,Y
New,131803905,131804612,S,EAN13,2200002330084,Y
New,131803906,131804618,S,EAN13,2200002330091,Y
New,131803908,131804630,S,EAN13,2200002330114,Y
New,131803916,131804678,S,EAN13,2200002330138,Y
New,131803918,131804688,S,EAN13,2200002330152,Y
New,131803919,131804693,S,EAN13,2200002330169,Y
New,131803921,131804705,S,EAN13,2200002330183,Y
New,131803923,131804717,S,EAN13,2200002330206,Y
New,131803924,131804723,S,EAN13,2200002330213,Y
New,131803926,131804733,S,EAN13,2200002330237,Y
New,131803943,131804741,S,EAN13,2200002330251,Y
