ACTION,Option ID,SKU,Brand Size,Barcode Type,Barcode,Primary Ind
New,133246828,133246877,S,EAN13,2200002450997,Y
New,133246829,133246883,S,EAN13,2200002451000,Y
New,133246830,133246889,S,EAN13,2200002451017,Y
New,133246831,133246895,S,EAN13,2200002451024,Y
New,133246832,133246901,S,EAN13,2200002451031,Y
New,133246833,133246907,S,EAN13,2200002451048,Y
New,133246834,133246913,S,EAN13,2200002451055,Y
New,133246835,133246919,S,EAN13,2200002451062,Y
New,133246836,133246925,S,EAN13,2200002451079,Y
New,133246837,133246931,S,EAN13,2200002451086,Y
New,133246838,133246937,S,EAN13,2200002451093,Y
New,133246839,133246943,S,EAN13,2200002451109,Y
New,133246840,133246949,S,EAN13,2200002451116,Y
New,133246841,133246955,S,EAN13,2200002451123,Y
New,133246842,133246961,S,EAN13,2200002451130,Y
New,133246843,133246967,S,EAN13,2200002451147,Y
New,133246844,133246973,S,EAN13,2200002451154,Y
New,133246845,133246979,S,EAN13,2200002451161,Y
New,133246846,133246985,S,EAN13,2200002451178,Y
New,133246847,133246991,S,EAN13,2200002451185,Y
New,133246848,133246997,S,EAN13,2200002451192,Y
New,133246849,133247003,S,EAN13,2200002451208,Y
New,133246850,133247009,S,EAN13,2200002451215,Y
New,133246851,133247015,S,EAN13,2200002451222,Y
New,133246852,133247021,S,EAN13,2200002451239,Y
New,133246853,133247027,S,EAN13,2200002451246,Y
New,133246854,133247033,S,EAN13,2200002451253,Y
New,133246855,133247039,S,EAN13,2200002451260,Y
New,133246856,133247045,S,EAN13,2200002451277,Y
New,133246857,133247051,S,EAN13,2200002451284,Y
New,133247128,133247278,S,EAN13,2200002451291,Y
New,133247129,133247131,S,EAN13,2200002451307,Y
New,133247378,133247506,S,EAN13,2200002451314,Y
New,133247602,133247611,S,EAN13,2200002451321,Y
New,133247603,133247615,S,EAN13,2200002451338,Y
New,133247604,133247619,S,EAN13,2200002451345,Y
New,133247605,133247623,S,EAN13,2200002451352,Y
New,133247606,133247627,S,EAN13,2200002451369,Y
New,133247607,133247631,S,EAN13,2200002451376,Y
New,133247608,133247635,S,EAN13,2200002451383,Y
New,133247644,133247679,S,EAN13,2200002451390,Y
New,133253989,133254011,S,EAN13,2200002451406,Y
New,133254518,133254581,S,EAN13,2200002451413,Y
New,133254519,133254588,S,EAN13,2200002451420,Y
New,133254520,133254595,S,EAN13,2200002451437,Y
New,133254521,133254602,S,EAN13,2200002451444,Y
New,133254522,133254609,S,EAN13,2200002451451,Y
New,133254523,133254616,S,EAN13,2200002451468,Y
New,133254524,133254623,S,EAN13,2200002451475,Y
New,133254525,133254630,S,EAN13,2200002451482,Y
New,133254527,133254644,S,EAN13,2200002451499,Y
New,133254528,133254651,S,EAN13,2200002451505,Y
New,133254529,133254658,S,EAN13,2200002451512,Y
New,133254530,133254665,S,EAN13,2200002451529,Y
New,133254531,133254672,S,EAN13,2200002451536,Y
New,133254533,133254686,S,EAN13,2200002451543,Y
New,133254535,133254700,S,EAN13,2200002451567,Y
New,133254537,133254714,S,EAN13,2200002451581,Y
New,133254538,133254721,S,EAN13,2200002451598,Y
New,133254540,133254735,S,EAN13,2200002451611,Y
New,133254542,133254749,S,EAN13,2200002451635,Y
New,133254544,133254763,S,EAN13,2200002451659,Y
New,133254545,133254770,S,EAN13,2200002451666,Y
New,133254547,133254784,S,EAN13,2200002451680,Y
New,133254549,133254798,S,EAN13,2200002451703,Y
New,133254551,133254812,S,EAN13,2200002451727,Y
New,133254552,133254819,S,EAN13,2200002451734,Y
New,133254554,133254833,S,EAN13,2200002451758,Y
New,133254557,133254853,S,EAN13,2200002451772,Y
New,133254558,133254857,S,EAN13,2200002451789,Y
New,133254928,133254949,S,EAN13,2200002451802,Y
New,133254930,133254965,S,EAN13,2200002451826,Y
New,133254932,133254981,S,EAN13,2200002451840,Y
New,133254933,133254989,S,EAN13,2200002451857,Y
New,133254935,133255005,S,EAN13,2200002451871,Y
New,133254937,133255021,S,EAN13,2200002451895,Y
New,133254939,133255037,S,EAN13,2200002451918,Y
New,133254940,133255045,S,EAN13,2200002451925,Y
New,133254942,133255061,S,EAN13,2200002451949,Y
New,133254944,133255077,S,EAN13,2200002451963,Y
New,133255846,133255867,S,EAN13,2200002451987,Y
New,133255847,133255875,S,EAN13,2200002451994,Y
New,133255849,133255891,S,EAN13,2200002452014,Y
New,133255851,133255907,S,EAN13,2200002452038,Y
New,133255853,133255923,S,EAN13,2200002452052,Y
New,133255854,133255931,S,EAN13,2200002452069,Y
New,133255856,133255947,S,EAN13,2200002452083,Y
New,133255858,133255963,S,EAN13,2200002452106,Y
New,133255859,133255971,S,EAN13,2200002452113,Y
New,133255861,133255987,S,EAN13,2200002452137,Y
New,133255863,133256003,S,EAN13,2200002452151,Y
New,133256378,133256516,S,EAN13,2200002452175,Y
New,133256379,133256521,S,EAN13,2200002452182,Y
New,133256381,133256531,S,EAN13,2200002452205,Y
New,133256383,133256541,S,EAN13,2200002452229,Y
New,133256385,133256553,S,EAN13,2200002452243,Y
New,133256386,133256558,S,EAN13,2200002452250,Y
New,133256388,133256568,S,EAN13,2200002452274,Y
New,133256390,133256578,S,EAN13,2200002452298,Y
New,133256392,133256588,S,EAN13,2200002452311,Y
