ACTION,Option ID,SKU,Brand Size,Barcode Type,Barcode,Primary Ind
New,132361582,132361642,S,EAN13,2200002372596,Y
New,132361584,132361663,S,EAN13,2200002372619,Y
New,132361621,132361670,S,EAN13,2200002372640,Y
New,132361623,132361855,S,EAN13,2200002372664,Y
New,132361794,132361805,S,EAN13,2200002372688,Y
New,132361797,132361820,S,EAN13,2200002372718,Y
New,132361799,132361830,S,EAN13,2200002372732,Y
New,132361802,132361845,S,EAN13,2200002372763,Y
New,132361899,132361921,S,EAN13,2200002372787,Y
New,132361901,132361931,S,EAN13,2200002372800,Y
New,132361904,132361946,S,EAN13,2200002372831,Y
New,132361908,132361970,S,EAN13,2200002372855,Y
New,132361910,132361980,S,EAN13,2200002372879,Y
New,132361913,132361995,S,EAN13,2200002372909,Y
New,132361915,132362005,S,EAN13,2200002372923,Y
New,132361917,132362015,S,EAN13,2200002372947,Y
New,132362112,132362138,S,EAN13,2200002372978,Y
New,132362114,132362148,S,EAN13,2200002372992,Y
New,132362116,132362158,S,EAN13,2200002373012,Y
New,132362121,132362187,S,EAN13,2200002373043,Y
New,132362123,132362197,S,EAN13,2200002373067,Y
New,132362126,132362212,S,EAN13,2200002373098,Y
New,132362128,132362222,S,EAN13,2200002373111,Y
New,132362584,132434915,S,EAN13,2200002373135,Y
New,132362694,132362714,S,EAN13,2200002373166,Y
New,132362696,132362738,S,EAN13,2200002373180,Y
New,132362698,132362758,S,EAN13,2200002373203,Y
New,132362826,132362876,S,EAN13,2200002373234,Y
New,132362829,132362894,S,EAN13,2200002373258,Y
New,132362832,132362912,S,EAN13,2200002373272,Y
New,132365608,132365628,S,EAN13,2200002373876,Y
New,132365724,132365727,S,EAN13,2200002373890,Y
New,132365773,132365886,S,EAN13,2200002373920,Y
New,132369411,132369423,S,EAN13,2200002373944,Y
New,132369413,132369433,S,EAN13,2200002373968,Y
New,132369419,132369466,S,EAN13,2200002373999,Y
New,132370044,132370091,S,EAN13,2200002374019,Y
New,132370055,132370163,S,EAN13,2200002374033,Y
New,132370060,132370192,S,EAN13,2200002374064,Y
New,132370062,132370202,S,EAN13,2200002374088,Y
New,132370066,132370226,S,EAN13,2200002374118,Y
New,132370068,132370238,S,EAN13,2200002374132,Y
New,132370073,132370271,S,EAN13,2200002374156,Y
New,132370279,132370528,S,EAN13,2200002374187,Y
New,132709826,132710439,S,EAN13,2200002407687,Y
New,132709828,132710488,S,EAN13,2200002407700,Y
New,132709831,132710503,S,EAN13,2200002407731,Y
New,132709833,132710513,S,EAN13,2200002407755,Y
New,132709851,132710307,S,EAN13,2200002407779,Y
New,132709862,132709896,S,EAN13,2200002407809,Y
New,132709864,132709915,S,EAN13,2200002407823,Y
New,132709866,132709933,S,EAN13,2200002407847,Y
New,132709953,132709964,S,EAN13,2200002407878,Y
New,132710371,132710388,S,EAN13,2200002407892,Y
New,132710374,132710403,S,EAN13,2200002407922,Y
New,132710376,132710413,S,EAN13,2200002407946,Y
New,132710378,132710423,S,EAN13,2200002407960,Y
New,132710464,132710476,S,EAN13,2200002407991,Y
New,132710583,132710810,S,EAN13,2200002408011,Y
New,132710588,132710623,S,EAN13,2200002408035,Y
New,132710591,132710644,S,EAN13,2200002408066,Y
New,132710948,132711174,S,EAN13,2200002408080,Y
New,132710950,132711184,S,EAN13,2200002408103,Y
New,132710953,132711199,S,EAN13,2200002408134,Y
New,132710955,132711209,S,EAN13,2200002408158,Y
New,132710957,132711219,S,EAN13,2200002408172,Y
New,132711437,132711440,S,EAN13,2200002408202,Y
New,132711545,132711593,S,EAN13,2200002408226,Y
New,132711629,132711639,S,EAN13,2200002408257,Y
New,132711631,132711647,S,EAN13,2200002408271,Y
New,132711674,132711686,S,EAN13,2200002408295,Y
New,132711850,132711879,S,EAN13,2200002408325,Y
New,132715044,132715106,S,EAN13,2200002408349,Y
New,132715288,132715301,S,EAN13,2200002408363,Y
New,132715291,132715330,S,EAN13,2200002408394,Y
New,132715294,132715356,S,EAN13,2200002408417,Y
New,132715296,132715371,S,EAN13,2200002408431,Y
New,132715402,132715405,S,EAN13,2200002408462,Y
New,132715410,132715420,S,EAN13,2200002408486,Y
New,132715532,132715606,S,EAN13,2200002408509,Y
New,132715714,132715718,S,EAN13,2200002408530,Y
New,132715800,132715809,S,EAN13,2200002408554,Y
New,132715803,132715821,S,EAN13,2200002408585,Y
New,132715805,132715829,S,EAN13,2200002408608,Y
New,132716016,132716198,S,EAN13,2200002408622,Y
New,132716019,132716230,S,EAN13,2200002408653,Y
New,132716021,132716254,S,EAN13,2200002408677,Y
New,132716029,132716066,S,EAN13,2200002408691,Y
New,132716035,132716384,S,EAN13,2200002408721,Y
New,132716266,132716274,S,EAN13,2200002408745,Y
New,132716269,132716283,S,EAN13,2200002408769,Y
New,132716304,132716367,S,EAN13,2200002408790,Y
New,132716498,132720214,S,EAN13,2200002408813,Y
New,132716640,132716706,S,EAN13,2200002408837,Y
New,132716643,132727075,S,EAN13,2200002408868,Y
New,132716645,132716732,S,EAN13,2200002408882,Y
New,132716648,132716683,S,EAN13,2200002408912,Y
New,132716650,132716744,S,EAN13,2200002408936,Y
New,132716652,132716720,S,EAN13,2200002408950,Y
New,132716655,132716838,S,EAN13,2200002408981,Y
