250026,"2022-09-15 08:39:53.45","#ROT001",50.00,68.00,93.00,120.90,"2023-02-28","130119234","PO",4,,,,"","ALMA","ROT001A1",30045,1002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250027,"2022-09-15 08:39:53.45","#ROT002",50.00,68.00,93.00,120.90,"2023-02-28","130119234","PO",4,,,,"","ALMA","ROT002A0",30029,1016,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250028,"2022-09-15 08:39:53.45","#ROT003",50.00,68.00,93.00,120.90,"2023-02-28","130119234","PO",4,,,,"","ALMA","ROT003A1",30045,3002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250029,"2022-09-15 08:39:53.45","#ROT004",50.00,68.00,93.00,120.90,"2023-02-28","130119234","PO",4,,,,"","ALMA","ROT004A0",30029,4002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250026,"2022-09-15 08:39:53.45","#ROT005",50.00,68.00,93.00,120.90,"2023-02-28","130119234","PO",4,,,,"","ALMA","ROT005A1",30045,5002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250027,"2022-09-15 08:39:53.45","#ROT006",50.00,68.00,93.00,120.90,"2023-02-28","130119234","PO",4,,,,"","ALMA","ROT006A0",30029,6002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250028,"2022-09-15 08:39:53.45","#ROT007",50.00,68.00,93.00,120.90,"2023-02-28","130119234","PO",4,,,,"","ALMA","ROT007A1",30045,8002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250029,"2022-09-15 08:39:53.45","#ROT008",50.00,68.00,93.00,120.90,"2023-02-28","130119244","PO",4,,,,"","ALMA","ROT008A0",30029,1002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250026,"2022-09-15 08:39:53.45","#ROT009",50.00,68.00,93.00,120.90,"2023-02-28","130119244","PO",4,,,,"","ALMA","ROT009A1",30045,1016,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250027,"2022-09-15 08:39:53.45","#ROT010",50.00,68.00,93.00,120.90,"2023-02-28","130119244","PO",4,,,,"","ALMA","ROT010A0",30029,3002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250028,"2022-09-15 08:39:53.45","#ROT011",50.00,68.00,93.00,120.90,"2023-02-28","130119244","PO",4,,,,"","ALMA","ROT011A1",30045,4002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250029,"2022-09-15 08:39:53.45","#ROT012",50.00,68.00,93.00,120.90,"2023-02-28","130119244","PO",4,,,,"","ALMA","ROT012A0",30029,5002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250026,"2022-09-15 08:39:53.45","#ROT013",50.00,68.00,93.00,120.90,"2023-02-28","130119244","PO",4,,,,"","ALMA","ROT013A1",30045,6002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250027,"2022-09-15 08:39:53.45","#ROT014",50.00,68.00,93.00,120.90,"2023-02-28","130119244","PO",4,,,,"","ALMA","ROT014A0",30029,8002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250028,"2022-09-15 08:39:53.45","#ROT015",50.00,68.00,93.00,120.90,"2023-02-28","130119252","PO",4,,,,"","ALMA","ROT015A1",30045,1002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250029,"2022-09-15 08:39:53.45","#ROT016",50.00,68.00,93.00,120.90,"2023-02-28","130119252","PO",4,,,,"","ALMA","ROT016A0",30029,1016,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250026,"2022-09-15 08:39:53.45","#ROT017",50.00,68.00,93.00,120.90,"2023-02-28","130119252","PO",4,,,,"","ALMA","ROT017A1",30045,3002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250027,"2022-09-15 08:39:53.45","#ROT018",50.00,68.00,93.00,120.90,"2023-02-28","130119252","PO",4,,,,"","ALMA","ROT018A0",30029,4002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250028,"2022-09-15 08:39:53.45","#ROT019",50.00,68.00,93.00,120.90,"2023-02-28","130119252","PO",4,,,,"","ALMA","ROT019A1",30045,5002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250029,"2022-09-15 08:39:53.45","#ROT020",50.00,68.00,93.00,120.90,"2023-02-28","130119252","PO",4,,,,"","ALMA","ROT020A0",30029,6002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250026,"2022-09-15 08:39:53.45","#ROT021",50.00,68.00,93.00,120.90,"2023-02-28","130119252","PO",4,,,,"","ALMA","ROT021A1",30045,8002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250027,"2022-09-15 08:39:53.45","#ROT022",50.00,68.00,93.00,120.90,"2023-02-28","130119220","PO",4,,,,"","ALMA","ROT022A0",30029,1002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250028,"2022-09-15 08:39:53.45","#ROT023",50.00,68.00,93.00,120.90,"2023-02-28","130119220","PO",4,,,,"","ALMA","ROT023A1",30045,1016,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250029,"2022-09-15 08:39:53.45","#ROT024",50.00,68.00,93.00,120.90,"2023-02-28","130119220","PO",4,,,,"","ALMA","ROT024A0",30029,3002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250026,"2022-09-15 08:39:53.45","#ROT025",50.00,68.00,93.00,120.90,"2023-02-28","130119220","PO",4,,,,"","ALMA","ROT025A1",30045,4002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250027,"2022-09-15 08:39:53.45","#ROT026",50.00,68.00,93.00,120.90,"2023-02-28","130119220","PO",4,,,,"","ALMA","ROT026A0",30029,5002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250028,"2022-09-15 08:39:53.45","#ROT027",50.00,68.00,93.00,120.90,"2023-02-28","130119220","PO",4,,,,"","ALMA","ROT027A1",30045,6002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250029,"2022-09-15 08:39:53.45","#ROT028",50.00,68.00,93.00,120.90,"2023-02-28","130119220","PO",4,,,,"","ALMA","ROT028A0",30029,8002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250026,"2022-09-15 08:39:53.45","#ROT029",50.00,68.00,93.00,120.90,"2023-02-28","130119258","PO",4,,,,"","ALMA","ROT029A1",30045,1002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250027,"2022-09-15 08:39:53.45","#ROT030",50.00,68.00,93.00,120.90,"2023-02-28","130119258","PO",4,,,,"","ALMA","ROT030A0",30029,1016,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250028,"2022-09-15 08:39:53.45","#ROT031",50.00,68.00,93.00,120.90,"2023-02-28","130119258","PO",4,,,,"","ALMA","ROT031A1",30045,3002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250029,"2022-09-15 08:39:53.45","#ROT032",50.00,68.00,93.00,120.90,"2023-02-28","130119258","PO",4,,,,"","ALMA","ROT032A0",30029,4002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
250026,"2022-09-15 08:39:53.45","#ROT033",50.00,68.00,93.00,120.90,"2023-02-28","130119258","PO",4,,,,"","ALMA","ROT033A1",30045,5002,"2023-02-28","2023-03-28","USD",93.00,90,"3XS:10|2XS:20|XS:20|S:10|M:10|L:10|XL:10"
