Promo ID,Component ID,Time Based Dtl,Dtl Start Date,Dtl Start Time,Dtl End Date,Dtl End Time,Product Group ,Category,Sub-Category,Option ID,Zone Group,Zone ,Change Type,Change Amount,Change Percent,Price Guide,Auto-Approve
198021,94282,1,01/12/2025,02:00,08/12/2025,08:00,,,,100000206,2,99,0,,-25,Y,Y
198021,94282,1,01/12/2025,02:00,08/12/2025,08:00,,,,100000210,2,99,0,,-25,Y,Y
198021,94282,1,01/12/2025,02:00,08/12/2025,08:00,,,,100000220,2,99,0,,-25,Y,Y
198021,94282,1,01/12/2025,02:00,08/12/2025,08:00,,,,100000234,2,99,0,,-25,Y,Y
198021,94282,1,01/12/2025,02:00,08/12/2025,08:00,,,,100000248,2,99,0,,-25,Y,Y
198021,94282,1,01/12/2025,02:00,08/12/2025,08:00,,,,100000275,2,99,0,,-25,Y,Y
198021,94282,1,01/12/2025,02:00,08/12/2025,08:00,,,,100000282,2,99,0,,-25,Y,Y
198021,94282,1,01/12/2025,02:00,08/12/2025,08:00,,,,100000283,2,99,0,,-25,Y,Y
198021,94282,1,01/12/2025,02:00,08/12/2025,08:00,,,,100000291,2,99,0,,-25,Y,Y
198021,94282,1,01/12/2025,02:00,08/12/2025,08:00,,,,100000294,2,99,0,,-25,Y,Y
198021,94282,1,01/12/2025,02:00,08/12/2025,08:00,,,,100000298,2,99,0,,-25,Y,Y
198021,94282,1,01/12/2025,02:00,08/12/2025,08:00,,,,100000299,2,99,0,,-25,Y,Y
198021,94282,1,01/12/2025,02:00,08/12/2025,08:00,,,,100000307,2,99,0,,-25,Y,Y
198021,94282,1,01/12/2025,02:00,08/12/2025,08:00,,,,100000313,2,99,0,,-25,Y,Y
198021,94282,1,01/12/2025,02:00,08/12/2025,08:00,,,,100000320,2,99,0,,-25,Y,Y
198021,94282,1,01/12/2025,02:00,08/12/2025,08:00,,,,100000326,2,99,0,,-25,Y,Y
198021,94282,1,01/12/2025,02:00,08/12/2025,08:00,,,,100000328,2,99,0,,-25,Y,Y
198021,94282,1,01/12/2025,02:00,08/12/2025,08:00,,,,100000343,2,99,0,,-25,Y,Y
198021,94282,1,01/12/2025,02:00,08/12/2025,08:00,,,,100000359,2,99,0,,-25,Y,Y
198021,94282,1,01/12/2025,02:00,08/12/2025,08:00,,,,100000360,2,99,0,,-25,Y,Y
198021,94282,1,01/12/2025,02:00,08/12/2025,08:00,,,,100000365,2,99,0,,-25,Y,Y
198021,94282,1,01/12/2025,02:00,08/12/2025,08:00,,,,100000368,2,99,0,,-25,Y,Y
