Promo ID,Component ID,Time Based Dtl,Dtl Start Date,Dtl Start Time,Dtl End Date,Dtl End Time,Product Group,Category,Sub-Category,Option ID,Zone Group,Zone,Change Type,Change Amount,Change Percent,Price Guide,Auto-Approve
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132876780,2,103,0,,-70,Y,Y
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132876781,2,103,0,,-70,Y,Y
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132876782,2,103,0,,-70,Y,Y
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132877134,2,103,0,,-70,Y,Y
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132877135,2,103,0,,-70,Y,Y
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132878986,2,103,0,,-70,Y,Y
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132886126,2,103,0,,-70,Y,Y
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132886204,2,103,0,,-70,Y,Y
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132886361,2,103,0,,-70,Y,Y
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132886639,2,103,0,,-70,Y,Y
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132886640,2,103,0,,-70,Y,Y
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132886641,2,103,0,,-70,Y,Y
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132886642,2,103,0,,-70,Y,Y
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132887917,2,103,0,,-70,Y,Y
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132887918,2,103,0,,-70,Y,Y
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132887919,2,103,0,,-70,Y,Y
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132887920,2,103,0,,-70,Y,Y
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132887921,2,103,0,,-70,Y,Y
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132887922,2,103,0,,-70,Y,Y
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132887923,2,103,0,,-70,Y,Y
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132900605,2,103,0,,-70,Y,Y
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132905815,2,103,0,,-70,Y,Y
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132905826,2,103,0,,-70,Y,Y
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132905829,2,103,0,,-70,Y,Y
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132905941,2,103,0,,-70,Y,Y
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132906011,2,103,0,,-70,Y,Y
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132907339,2,103,0,,-70,Y,Y
503168,403574,1,03/12/2025,0:00,12/12/2025,23:59,,,,132907340,2,103,0,,-70,Y,Y
