179079,"2023-02-07 16:35:02.01","#0KSSZ3",35.00,45.99,65.00,87.00,"2023-02-01","115063420","MCO",1,,,"P15","2022-09-22",,"0KSSZ3LM",30013,1001,"2023-02-01","2023-02-28","GBP",13.36,0,"W28:0|W30:0|W32:0|W34:0|W36:0","TM","Bottoms & Tailoring","Shorts"
179079,"2023-02-07 16:35:02.01","#0KSSZ3",35.00,45.99,65.00,87.00,"2023-02-01","115063420","MCO",1,,,,"","NB680151  ","0KSSZ3NM",30022,1001,"2023-02-01","2023-02-28","GBP",14.00,30,"W28:2|W30:8|W32:9|W34:7|W36:4","TM","Bottoms & Tailoring","Shorts"
180559,"2023-01-10 11:17:02.30","#MM8OZA",22.00,28.99,41.00,55.00,"2023-03-01","115873938","MCO",3,6,"2023-01-09",,"",,"MM8OZANI",30025,1001,"2023-03-01","2023-03-31","USD",13.53,0,"L:0|M:0|S:0|XL:0|XS:0|XXL:0","TM","Jersey","HW Jersey"
180559,"2023-01-10 11:17:02.30","#MM8OZA",22.00,28.99,41.00,55.00,"2023-03-01","115873938","MCO",3,6,"2023-01-09",,"",,"MM8OZANF",30026,1001,"2023-03-01","2023-03-31","USD",13.53,0,"L:0|M:0|S:0|XL:0|XS:0|XXL:0","TM","Jersey","HW Jersey"
180559,"2023-01-10 11:17:02.30","#MM8OZA",22.00,28.99,41.00,55.00,"2023-03-01","115873938","MCO",3,6,"2023-01-09",,"",,"MM8OZANB",30067,1001,"2023-03-01","2023-03-31","CAD",27.50,0,"L:0|M:0|S:0|XL:0|XS:0|XXL:0","TM","Jersey","HW Jersey"
180559,"2023-01-10 11:17:02.30","#MM8OZA",22.00,28.99,41.00,55.00,"2023-03-01","115873938","MCO",3,6,"2023-01-09",,"",,"MM8OZANJ",30072,1001,"2023-03-01","2023-03-31","USD",13.53,0,"L:0|M:0|S:0|XL:0|XS:0|XXL:0","TM","Jersey","HW Jersey"
180602,"2023-01-20 11:34:15.49","#3PDQE8",55.00,71.99,102.00,136.00,"2023-02-01","116053088","MCO",1,,,"P15","2022-09-22",,"3PDQE8LM",30013,1001,"2023-02-01","2023-02-28","GBP",21.40,0,"UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0","TS","APPAREL 2","Formal"
180602,"2023-01-20 11:34:15.49","#3PDQE8",55.00,71.99,102.00,136.00,"2023-02-01","116053088","MCO",1,,,,"","NB622715  ","3PDQE8NM",30022,1001,"2023-02-01","2023-02-28","GBP",22.00,30,"UK6:3|UK8:6|UK10:8|UK12:6|UK14:5|UK16:2|UK18:0","TS","APPAREL 2","Formal"
180602,"2023-01-20 11:34:15.49","#3PDQE8",55.00,71.99,102.00,136.00,"2023-02-01","116053088","MCO",1,,,,"",,"3PDQE8NI",30025,1001,"2023-02-01","2023-02-28","USD",33.66,0,"UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0","TS","APPAREL 2","Formal"
180602,"2023-01-20 11:34:15.49","#3PDQE8",55.00,71.99,102.00,136.00,"2023-02-01","116053088","MCO",1,,,,"",,"3PDQE8NF",30026,1001,"2023-02-01","2023-02-28","USD",33.66,50,"UK6:0|UK8:0|UK10:0|UK12:0|UK14:0|UK16:0|UK18:0","TS","APPAREL 2","Formal"
