Option ID,Zone Group,Zone,Reason Code,Effective Date,Change Type,Change Amount,Change Percent,Price Guide,Auto-Approve
101030068,2,100,20,24/12/2025,0,,-25,Y,Y
101030073,2,100,20,24/12/2025,0,,-25,Y,Y
101030087,2,100,20,24/12/2025,0,,-25,Y,Y
101030096,2,100,20,24/12/2025,0,,-25,Y,Y
101030139,2,100,20,24/12/2025,0,,-25,Y,Y
101030158,2,100,20,24/12/2025,0,,-25,Y,Y
101030166,2,100,20,24/12/2025,0,,-25,Y,Y
101030171,2,100,20,24/12/2025,0,,-25,Y,Y
101030181,2,100,20,24/12/2025,0,,-25,Y,Y
101030458,2,100,20,24/12/2025,0,,-25,Y,Y
101030463,2,100,20,24/12/2025,0,,-25,Y,Y
101030466,2,100,20,24/12/2025,0,,-25,Y,Y
101030480,2,100,20,24/12/2025,0,,-25,Y,Y
101030501,2,100,20,24/12/2025,0,,-25,Y,Y
101030536,2,100,20,24/12/2025,0,,-25,Y,Y
101030553,2,100,20,24/12/2025,0,,-25,Y,Y
101030571,2,100,20,24/12/2025,0,,-25,Y,Y
101030595,2,100,20,24/12/2025,0,,-25,Y,Y
101030597,2,100,20,24/12/2025,0,,-25,Y,Y
101030599,2,100,20,24/12/2025,0,,-25,Y,Y
101030710,2,100,20,24/12/2025,0,,-25,Y,Y
101030712,2,100,20,24/12/2025,0,,-25,Y,Y
101030726,2,100,20,24/12/2025,0,,-25,Y,Y
101030729,2,100,20,24/12/2025,0,,-25,Y,Y
101030735,2,100,20,24/12/2025,0,,-25,Y,Y
101030741,2,100,20,24/12/2025,0,,-25,Y,Y
101030759,2,100,20,24/12/2025,0,,-25,Y,Y
101030789,2,100,20,24/12/2025,0,,-25,Y,Y
101030797,2,100,20,24/12/2025,0,,-25,Y,Y
101030810,2,100,20,24/12/2025,0,,-25,Y,Y
101030821,2,100,20,24/12/2025,0,,-25,Y,Y
101030913,2,100,20,24/12/2025,0,,-25,Y,Y
101030925,2,100,20,24/12/2025,0,,-25,Y,Y
101031007,2,100,20,24/12/2025,0,,-25,Y,Y
